Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge ,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
SIGNATURE HEALTHCARE,474,68,6,1,0,3,4.4,97.1,0,2.9,3.1,2.9,2.6,3.9,3.6,3.1,0.7,46.5,42,0.8,36,0.5,1178592,17332.2,4,0.1,24.6,12.3,1.3,2.1,57.1,83.1,84.3,1.8,2,14.4,3.2,5.7,0.8,0.3,11.9,11.1,94.3,88.3,0,19.2,6.4,21.7,27.9,12
SMP HEALTH,476,5,1,0,0,1,20,0,100,0,4.4,3.8,5,2.6,4.9,4.3,0.8,35.8,26.2,0,3,0.6,22992,4598.4,0,0,20,10.5,1.3,2.7,44.4,95.9,93.3,1.5,1.7,27,5.7,4.1,3.2,1,16.7,20.2,100,99.7,0,27,4.6,2.5,20.1,9.3
SOLARIS HEALTHCARE,477,22,1,0,0,1,4.5,50,50,0,3.9,3.4,3.6,4.5,3.8,3.4,0.7,35.7,32.3,0.4,14,0.6,351559,15980,0,0,26.1,9,1,1.4,54.7,96.9,97.3,2.4,1.1,6.5,2.2,4.1,0.9,0.2,12.3,8.6,100,99.4,0,9.3,4,3.2,11.1,11.9
SOUTHERN ADMINISTRATIVE SERVICES,480,35,1,0,0,1,2.9,100,0,0,3.7,3.2,3.9,4.5,4.2,3.6,0.5,42.5,33.4,0.2,16,0.5,272020,7772,3,0.1,22.6,13.9,0.6,3.2,67.4,75.9,83,1.8,2.1,5.5,4.4,4.6,0.2,0.1,7.3,7,97.2,95,0,12.3,3.5,1.1,22.5,11
SOUTHWEST LTC,481,13,2,0,0,0,0,84.6,0,15.4,3.2,3.8,1.8,2.5,3.4,3,0.3,67.3,62,0.8,11,0.8,504630,38817.7,1,0.1,26.8,20.8,1,2.7,56.6,81.6,74.5,2.2,2.6,11.7,3.3,5.3,1,1.4,23.9,22.3,94.5,88.9,0,20.9,3.9,2.5,21.9,11.1
SOVEREIGN HEALTHCARE HOLDINGS,482,43,3,0,0,4,9.3,97.7,0,2.3,3.7,3.2,3,4.5,3.6,3.3,0.6,44.5,50.8,0.5,30,0.7,1222795,28437.1,2,0,24.2,9,1,2.2,65.5,97,96,2.1,1.3,11.6,3.3,4.2,0.6,0.2,8.2,6.8,99.9,99.1,0,10.4,4.9,11.1,10.1,11.3
SPRENGER HEALTH CARE SYSTEMS,484,12,2,0,0,0,0,100,0,0,3.9,3.4,2.7,4.7,3.5,3.1,0.6,51,46.9,0.2,5,0.4,118808,9900.7,0,0,25.6,14.6,0.7,1.1,45.1,86.4,89.3,1.3,1.6,5.6,2.9,3.1,0.4,0,3.1,2.9,96.6,94.7,0,23.7,6.5,5.5,29.4,10.6
SPRINGPOINT SENIOR LIVING,485,8,2,0,0,0,0,0,100,0,3.8,3.1,4.5,4.4,4.6,4.3,1.3,43.1,45.2,0.4,3,0.4,270745,33843.1,0,0,22.7,7.9,0.6,1.9,55.3,87.2,83.9,2.5,1.2,9.4,2.2,3.7,3.3,1,20.3,17.6,99.2,97.8,0,12.9,4.8,4.5,15.5,10.6
SSM HEALTH,486,2,2,0,0,0,0,0,100,0,2.5,3,2.5,3.5,4.1,3.7,0.6,51.6,37.5,1.5,0,0,0,0,0,0,22.8,10,0,2.4,48.1,75.2,80.9,2.1,1.9,9.1,3.5,9.3,1.9,0.8,15,15,97.4,93.4,0,17.8,1.7,1.7,20.8,9.3
ST. FRANCIS HEALTH SERVICES,487,14,1,0,0,1,7.1,0,100,0,2.6,2.3,4.4,2.9,3.8,3.4,1,37,31.4,0.5,12,0.9,382227,27301.9,2,0.1,20.9,16.8,1.4,1,63.4,79.1,86.6,1.6,2.5,15.2,4.7,4.1,3.7,3.5,22.6,20.5,98,97.6,0.2,25.3,4.4,2.9,14.9,10.4
STATE OF LOUISIANA DEPARTMENT OF VETERANS AFFAIRS,488,5,1,0,0,0,0,0,0,100,4.4,4.8,4,1.7,11.5,9.9,3.3,,,,0,0,0,0,0,0,27.5,17,8.3,7.6,42.7,,78.8,1.7,1.7,5.7,3.1,26.1,0,1.5,27.6,25,,100,0,12.6,0,0,43.3,11.6
STATE OF NEW YORK COMPTROLLER'S OFFICE,489,6,1,0,0,0,0,0,0,100,4.7,4.7,3.8,4.2,5.4,4.7,1.8,36.5,39.3,0,0,0,0,0,0,0,13.7,8.7,1.7,3.2,49,90.2,87.8,1.2,1,9.4,3.7,9,1.8,1,16,14.1,97.5,91.3,0,21.1,6.4,2.2,8.5,9.4
STEIN LTC,490,4,2,0,0,0,0,100,0,0,4,3.8,3,3.8,3.9,3.4,0.2,49.1,25,0.5,1,0.3,7446,1861.5,0,0,27.9,21,0.7,0.9,53.8,92.7,93.6,2.3,3.4,17.7,4.6,2.9,1.9,0.4,12.6,7.4,99.3,99.7,0,11.6,4.7,4.4,27.4,10.3
STELLAR SENIOR LIVING,491,8,2,0,1,3,37.5,100,0,0,2,1.8,2.6,3.4,3.2,2.8,0.6,51,46.6,0.4,16,2,386302,48287.8,3,0.4,15.4,12.8,2.5,2.4,42.2,77.6,76.9,1,1.2,23.6,3.8,3.9,2.2,1,21.7,22.7,95.4,95.9,0,21.9,5.9,12.4,14.8,10
STERLING CARE,492,6,1,0,0,1,16.7,100,0,0,4.2,3.5,2,4.8,3.7,3.4,0.5,44.8,43.2,0.7,2,0.3,14230,2371.7,0,0,19.9,8.3,0.7,1.2,62.2,76.7,74.4,1.1,0.8,7.1,0.8,3.6,0.6,0,10.3,12.5,98.9,95.7,0,32.2,4.1,21.9,10.8,13.6
STONEBRIDGE SENIOR LIVING,494,12,1,0,0,0,0,100,0,0,2.8,3.4,1.8,2.5,3.5,3,0.5,58.5,39.5,0.6,4,0.3,65407,5450.6,0,0,24.6,12.3,3.8,6.3,55.3,59.1,59.3,1.8,1.8,19.2,5.4,7.1,2.1,0.7,22.5,20.3,91.9,85.8,0,20.8,10.2,17.6,17.6,10.6
STONEGATE SENIOR LIVING,495,24,2,0,2,2,8.3,66.7,33.3,0,2.6,2.3,2.1,4.1,3.3,2.9,0.3,53.8,54.7,0.3,31,1.3,1089561,45398.4,2,0.1,26.8,13.8,1,2.1,51.1,85.7,84,2.1,2.2,9.6,3.7,5.1,0.3,0.5,8,7,98.6,96.4,0.1,10.1,1.8,1.2,18.3,11.4
SUMMIT LTC,496,6,1,0,0,0,0,83.3,0,16.7,1.7,2,1,3.2,2.9,2.6,0.2,63.8,74.1,0.5,11,1.8,534357,89059.5,2,0.3,22.8,12.2,2.8,3.4,30.7,86.5,85.4,2.2,2.3,12.7,2.6,2.7,0.2,0,12.9,17,98,94.1,0,8.6,1.6,0.2,14.1,10.6
"SUMMITT CARE II, INC.",497,9,1,0,0,3,33.3,100,0,0,3.1,2.4,2.4,4.4,3.8,3.5,0.6,43.8,55.6,0.8,14,1.6,171908,19100.9,0,0,27.5,11.8,1.3,2,66,97.2,98.9,1.8,1.3,4.4,2,3.9,0.2,0.2,9.8,6.8,100,99.9,0,8.1,8.3,2.7,11.2,11.1
SUNRISE SENIOR LIVING,498,5,4,0,0,2,40,100,0,0,3.8,2.8,3.8,4.6,5.5,4.9,1.1,32.3,41.3,1.4,1,0.2,33374,6674.8,1,0.2,23.6,8,1.7,1.4,61,85,87.9,1.9,0.5,15.5,0.9,10.7,3.9,2.1,16.1,11.4,94.8,95.9,0,22.5,2.2,0,22.1,11.5
SUNTERRA SPRINGS,499,4,2,0,0,0,0,100,0,0,3.3,2.8,2.8,4.5,4.2,3.7,0.9,68.9,58.2,0.5,17,4.3,146320,36580,2,0.5,27.4,11.7,0.9,1.6,75.1,80.5,91,,,,,,,,,,,,,,,,,10.3
SWEETWATER CARE,500,10,3,0,1,1,10,100,0,0,2.5,2.2,3,3.7,3.6,3.1,0.6,55,51.5,1,22,2.2,804603,80460.3,3,0.3,24.4,16.5,2.5,3.3,61.9,68.2,77.6,1.7,2.9,22.2,3,4,0.5,0.3,7.3,8.2,96.7,94.4,0,17.5,5.1,8.8,16.1,10.6
SYMPHONY CARE NETWORK,501,7,2,0,0,1,14.3,100,0,0,1.9,1.9,2.6,3.7,3.7,3.1,0.8,54,46.2,1,12,1.7,512182,73168.9,5,0.7,27.3,14.3,1.2,1.8,58.6,82.6,87.5,1.6,1.6,17.9,4.5,5.1,0.9,0.3,11,8.6,95.4,96.6,0,22.7,4.9,4.4,19.4,10.5
SYNERGY SENIOR CARE,502,5,1,0,0,0,0,100,0,0,2,2,4,2.8,4.4,3.9,1.1,48.2,50.8,0.8,5,1,167214,33442.8,3,0.6,26.6,22.3,2.1,1.4,52.6,84.1,92.9,1.1,3.2,12,2,8.4,3.6,4.2,20.3,16.2,92.9,99.6,0,22.8,4.5,3.8,18.1,10.9
TEXVET,503,9,1,0,0,2,22.2,44.4,0,55.6,3.2,2.6,3.4,4.3,4,3.4,0.5,40.5,48.5,1,12,1.3,565983,62887,1,0.1,22.3,11.1,3.5,0.8,53.9,69.3,73,1.5,1.4,11,4.3,2.6,0.5,0.5,15.8,17.8,97.5,92.8,0,19.7,3.2,0.6,16.2,10.4
THE ALDEN NETWORK,504,27,2,0,0,5,18.5,100,0,0,2.6,3.1,1.3,3.8,3.5,3.1,0.8,,,,46,1.7,2285993,84666.4,11,0.4,28.3,13.1,2.1,2.5,68.7,61.9,55.2,2.1,1.6,16,2.3,4.8,1.8,0.5,9.2,8.5,90.5,86.2,0,23.8,5.9,22.6,15.7,10.4
THE BLOSSOMS REHAB & NURSING CENTER,505,24,1,0,0,0,0,100,0,0,2.6,2.6,2.2,3,3.4,3,0.3,59.8,63.7,0.5,6,0.3,81051,3377.1,0,0,26.5,17,1.8,3.8,57.6,77.7,80.3,2.2,2.9,19.1,2.9,5.8,1,0.5,9.1,9.6,95.6,94.4,0,12.6,7,0.3,25.2,11.2
THE ENSIGN GROUP,507,338,17,1,7,30,8.9,92,0.6,7.4,3.2,2.9,2.4,4.4,3.7,3.3,0.6,45.8,41.8,0.3,301,0.9,6935616,20519.6,25,0.1,22.2,10.7,1.1,1.7,62.7,88,91.2,1.8,1.4,10,2.2,4,1,0.5,15.6,13.4,95.9,96.8,0.1,20.2,4.4,9.8,18.1,10.6
THE GOODMAN GROUP,508,10,5,0,0,0,0,80,20,0,3.1,2.6,3.8,3.8,4.2,3.7,1,50.3,42.1,0.5,10,1,160225,16022.5,1,0.1,24.8,12.5,1.1,2.6,62.9,89.2,95.6,1.7,2.1,15.1,1.2,5.8,0.8,1.4,21.2,14.6,96.5,98.8,0,23.6,7.1,5.1,16.1,10.1
THE GRAND HEALTHCARE,509,16,1,0,3,1,6.3,100,0,0,1.8,1.9,1.9,2.2,3.2,2.8,0.5,37,45.4,0.4,13,0.8,527018,32938.6,2,0.1,25.3,15.2,2.6,3.9,46.6,61.8,58,2.2,2.4,23.3,3.3,6.8,1.2,0.9,12.6,15,94.5,83.5,0,21.6,5.8,20.7,15,10.1
THE MCGUIRE GROUP,510,6,1,0,0,0,0,100,0,0,3.8,3.5,2.5,4.5,3.6,3.1,0.4,46.9,40.6,0.2,2,0.3,21916,3652.7,0,0,24,11,0.8,1.8,54.5,88.9,97.1,0.9,0.7,16,2.4,7,0.6,1,13.7,12.6,96.5,97.8,0,13.2,3.1,2.6,13.9,11.2
THE ORCHARDS,512,3,2,0,0,0,0,100,0,0,4,4,1.5,4.5,3.6,3.2,0.5,35.5,35.7,1,0,0,0,0,0,0,20.4,9.4,1.6,3.6,54.5,92.6,98.6,1.9,1.7,1.3,5.7,1.8,1.7,0,13,7.4,98.5,100,0,29.7,6.1,6.8,13.4,10.8
THE ORCHARDS MICHIGAN,513,14,1,0,1,2,14.3,100,0,0,2,2.2,1.6,3.7,3.5,3.2,0.4,49.8,61.9,2,11,0.8,263358,18811.3,5,0.4,23.6,9.4,1.6,2.3,51.2,62.8,66.4,1.5,1,19.7,2,5,1.3,0.3,18.2,14.4,92.2,92.3,0,22.7,6.4,2.2,19.1,11
THE PAVILION GROUP,514,6,3,0,0,0,0,100,0,0,3,3,2,4.3,3.4,3.1,0.5,53.3,59,0.7,0,0,0,0,0,0,19.3,12.5,1.5,3.2,59.4,61.3,62.8,2.2,2.3,14.4,2,3.3,0.1,0.1,6.2,4.3,91.4,78.9,0.1,15.1,6.2,18.3,24.1,12
THE PEPLINSKI GROUP,515,10,1,0,0,1,10,100,0,0,2.5,2.3,3.5,3.9,3.9,3.6,0.6,50.1,47.7,0.6,12,1.2,358237,35823.7,8,0.8,21.1,9.6,1,3,39.9,90.4,90.6,1.4,1.7,15.8,2.2,5.4,3.1,0.9,18.8,11.8,99.6,99,0,23.2,10.4,1.3,22.1,11.2
THE SPRINGS ARKANSAS,516,26,1,0,0,1,3.8,100,0,0,3.6,3.3,2.8,4.1,3.8,3.3,0.4,53.2,54.9,0.5,9,0.3,131331,5051.2,1,0,23.6,11.9,1.2,3.6,60.4,81.1,88.9,1.6,1.7,13.3,3.1,4.6,0.1,0.2,6.7,7.5,95.3,96.7,0.1,12.2,4,1.1,21.5,11.2
THE WELLBRIDGE GROUP,517,8,1,0,0,1,12.5,100,0,0,2.8,2.6,4,4.3,4,3.6,0.7,49.2,38.7,0,5,0.6,266281,33285.1,0,0,28.4,10.4,0.7,1.3,59.2,86.3,89.6,2.3,1.8,12.2,5.1,2.6,2.6,0,10.4,9,99.6,99.1,0,5.8,5.3,1.1,18.6,11.3
TLC MANAGEMENT,520,20,3,0,0,0,0,60,35,5,3.8,3.2,3.1,4.8,3.8,3.3,0.6,43.4,35.6,0.3,1,0.1,8824,441.2,0,0,25.8,8.9,0.9,3.2,71.6,81,83.6,1.6,1.1,10.2,3.7,4.7,0.7,0.7,10.5,9.3,98.1,96,0,24.6,6,11.3,19.9,10.6
TOUCHSTONE COMMUNITIES,521,25,1,0,0,0,0,84,0,16,2.7,2.8,1.4,4.1,3.3,2.8,0.4,47.6,45.2,0.4,36,1.4,744278,29771.1,3,0.1,26,12.7,0.5,1.5,48.4,80.4,89.9,2.3,2,5.9,2.9,2.8,0.2,0.1,8.5,12.2,96,95.5,0,11,1.7,1.1,13,11.2
TREND CONSULTANTS,522,16,1,0,1,1,6.3,100,0,0,3.3,3.3,3.9,2.1,4.7,3.8,0.5,41.2,38.1,0.4,17,1.1,170835,10677.2,2,0.1,26.5,15.4,2.5,2.7,62.6,80.3,91.7,2.7,3.6,24.3,3.7,6.4,3.9,1.7,19.9,21.7,97.8,96.3,0.3,21.8,7.2,0.3,26.4,11
TRILOGY HEALTH SERVICES,524,124,5,0,0,0,0,83.9,3.2,12.9,4.2,3.5,3.2,4.8,4,3.5,0.9,40.9,35,0.4,27,0.2,419645,3384.2,2,0,23.6,10.7,0.8,1.1,70.7,90,91.7,1.7,1.6,8.8,3.5,2.2,0.4,0.2,9.5,7.9,96.3,96.1,0,22.8,4.6,11.6,22.5,11.3
TRINITY HEALTH,525,19,8,0,0,3,15.8,0,100,0,3.3,2.9,4.1,3.7,4.4,4,1.1,39.9,38.4,0.4,2,0.1,232158,12218.8,3,0.2,24.7,11.7,1.3,3.4,46.4,93.1,94.9,1.6,1.4,14.8,3.7,5.1,2.1,1.3,16.4,15.2,95.5,97.3,0,21.8,4.1,0.7,17.4,10.9
"TRINITY MANAGEMENT, INC.",527,5,1,0,0,0,0,100,0,0,3.6,2.8,4.2,4,3.8,3.4,0.7,36.2,35,0.5,0,0,0,0,0,0,34.3,11.5,2.2,0,49.1,88,87.3,2,2.3,18.9,3.1,2.8,0.8,0.6,11.8,7.4,99.5,99.3,0,9.3,3.2,0.4,34.5,11.4
TRIO HEALTHCARE,528,9,1,0,0,0,0,100,0,0,1.4,1.7,1.6,3,3.4,3.1,0.5,70.7,75.8,1.2,9,1,349541,38837.9,0,0,22.8,12.2,1.9,2.4,42.6,75.2,70.5,1.8,1.8,12.4,3.4,4.4,0.7,0.6,24.5,27.8,97.4,94.9,0.1,27.1,6.1,17.1,22.1,10.8
TUTERA SENIOR LIVING & HEALTH CARE,531,26,5,1,1,9,34.6,92.3,7.7,0,2.2,2.3,1.9,3,3.6,3.2,0.5,55.5,50.6,0.4,66,2.5,2457909,94535,16,0.6,26.5,13.4,2,2.4,52.9,67.3,70.7,2.1,2.4,18.2,4.6,5.8,1.9,0.7,18.1,13.8,93.8,90,0.1,23.1,7.4,19.5,22.8,11.3
TWIN RIVERS HEALTH & REHABILITATION,532,12,1,0,0,0,0,25,66.7,8.3,4,3.9,2.8,3.3,3.8,3.4,0.6,41.5,39.9,0.2,0,0,0,0,0,0,21.6,11.2,2.8,3.1,57.5,94.3,97.4,1.9,1.7,15.9,5.2,4.6,3.2,0.5,13.5,14.2,96.9,98.9,0,22.1,7.2,16.1,33.2,10.6
UNITED CHURCH HOMES,533,8,1,0,0,0,0,12.5,87.5,0,4,3.1,3.1,4.9,3.9,3.5,0.6,46.6,39.7,0.3,3,0.4,212207,26525.9,2,0.3,18.3,8.4,1.2,0.9,55.3,87.4,85.2,1.4,1.3,9.9,3.5,2.5,0.4,0.1,8.1,6.8,98.3,96.5,0,24.4,6.3,6.1,24.9,10.5
UNITED METHODIST HOMES,534,2,2,0,0,0,0,0,100,0,2.5,2,2.5,4,3.8,3.3,0.6,55.8,51,1.5,2,1,159646,79823,0,0,20.1,10,0.1,0.7,60,77.5,77.9,1.7,1.4,12.1,5.2,4.5,2,1,26.9,24.2,92.9,91.5,0,31.8,4,0.4,11.3,9.8
UNIVERSITY OF VERMONT HEALTH NETWORK,535,3,2,0,0,2,66.7,0,100,0,2.7,2.7,4,3.3,4.4,3.9,1,52.2,35,3,1,0.3,21453,7151,1,0.3,21.2,11.2,0.9,3.2,49,89.6,79,1.2,1.4,32.6,5,7,5.2,4.2,15.6,20.5,99.7,70.5,3.5,25.9,6.6,3.7,14.2,9.3
"UNLIMITED DEVELOPMENT, INC.",536,10,2,0,0,5,50,10,90,0,2.6,2.7,2.8,2.3,4.2,3.7,0.5,45.4,41.1,0.3,11,1.1,484908,48490.8,5,0.5,25.7,18,0.9,4,51.2,78.3,88.7,1.7,2.8,16.3,5.5,3.9,3.4,0.6,28.4,24.8,90.4,98.2,0,22.4,6.1,4.8,19.8,12
UPMC SENIOR COMMUNITIES,537,8,1,0,0,2,25,25,75,0,3.1,2.5,3.9,4.3,5.3,4.6,1.8,46.1,40.4,0.7,4,0.5,105045,13130.6,0,0,22.1,8,0.7,3.5,58.3,81.6,84.2,1.1,1.5,13.5,4.5,5.6,1.4,0.1,19.5,17.6,97.9,91.1,0,26.8,5.4,4.4,17.3,11
UPSTATE SERVICES GROUP,538,17,1,1,0,2,11.8,100,0,0,1.9,1.9,2.6,3,3.5,2.9,0.5,50.9,44,0.1,13,0.8,1079361,63491.8,2,0.1,22.8,12.4,1,4,53.2,75,73.4,1.6,1.9,19.7,4.1,6.8,0.9,0.7,10.9,12.1,95.8,90.9,0.1,23.7,5.7,5.2,15.2,10.5
VANCREST HEALTH CARE CENTERS,542,13,1,0,0,0,0,92.3,7.7,0,4.2,3.7,2.5,4.8,3.7,3.3,0.6,42.6,24.5,0.3,1,0.1,4233,325.6,0,0,24.4,13.5,1.1,2.7,68,90.4,95.6,1.4,1.9,6,3,2.1,0.4,0.1,5.9,3.5,99.1,99.4,0,21.7,5.3,41,24.7,10.4
VANGUARD HEALTHCARE,543,6,1,0,0,1,16.7,100,0,0,3.3,3.2,4.2,2.8,4.2,3.5,0.7,40.3,32.6,0.5,6,1,143764,23960.7,2,0.3,28.1,16,1,4.5,60.6,77.9,83.9,2.1,2.4,13.9,2.7,6.6,0.5,1.2,18.3,18.8,94.4,97.5,0,15.4,4.6,0.4,23.4,10.4
VERITAS MANAGEMENT GROUP,545,15,5,0,0,0,0,100,0,0,4.2,3.7,3.4,4.8,4.8,4.2,1,52.4,49.3,0.3,4,0.3,60724,4048.3,0,0,21.6,9.7,0.3,0.4,63.3,92.1,97.1,1.2,0.8,27.5,0,14.5,4.3,7.6,9.9,12.1,,96.1,0,29.3,12.5,26.6,8,9.4
VETTER SENIOR LIVING,547,22,2,0,0,0,0,4.5,95.5,0,4.3,3.8,4.5,4,4.2,3.5,0.7,33.6,24.8,0,1,0,14017,637.1,0,0,19.6,8.7,1.8,4,47.5,93.2,95.5,1.3,1.5,11.3,3.5,3.4,1.6,0.6,19.3,19.2,99.3,98,0,25.9,3,1.5,16.4,9.4
VI LIVING,548,10,6,0,0,0,0,100,0,0,4.8,4.3,5,4.5,5.4,4.9,1.6,27.9,22.7,0.1,0,0,0,0,0,0,25,10.4,0.8,1.5,52.3,93.8,90.9,1.7,0.9,12.1,1.8,2,2,0.5,14.2,13.9,98.2,97.7,0,16.4,4.3,0.6,10.2,9.8
VIBRA HEALTHCARE,549,3,3,0,0,0,0,100,0,0,3.3,3.3,1.7,4,4.3,3.7,0.6,55.8,53.9,0.5,14,4.7,166780,55593.3,0,0,22.1,9.4,2.4,1.1,63.5,89.7,92.7,1.3,1.5,17,3.7,5.4,1.4,1,17.6,17.9,87,100,0,7.2,1.6,3.1,42.8,10.2
VILLA HEALTHCARE,550,18,2,0,0,3,16.7,94.4,5.6,0,2.7,2.3,2.6,4.4,3.6,3.2,0.4,48.3,47.9,0.8,21,1.2,1259837,69990.9,8,0.4,25.6,10.2,0.9,0.7,53,62.1,67.8,1.6,1,14.7,2,4.4,0.5,0.3,9.6,6.7,91.5,87.7,0,21.1,4.6,27.2,19.7,10.5
VIVAGE SENIOR LIVING,552,12,1,0,0,4,33.3,100,0,0,3.4,2.4,3.7,4.9,3.4,3,0.7,41.2,33.9,0.3,13,1.1,102634,8552.8,0,0,21.5,14.2,0.7,0.5,61.3,73.6,67.2,1.3,1.6,24.5,2.3,2.9,0.7,0.1,7.7,6,90.5,92.7,0,18.2,4.1,3.4,9.1,9.9
VOLUNTEERS OF AMERICA SENIOR LIVING,554,6,3,1,1,1,16.7,0,100,0,3.2,2.6,4.2,3.8,4.6,4.1,1.3,50.8,48.8,1.4,8,1.3,140855,23475.8,3,0.5,23.3,12,1.1,2,63.9,88.1,92.8,1.8,1.7,15.6,4.2,5.5,2.2,2.5,21,18.9,97,97.6,0,23.6,4.8,2.7,15.1,10.1
VRC MANAGEMENT,555,5,1,0,0,0,0,100,0,0,4.8,4,2.4,5,3.8,3.3,0.7,53.5,38,0.2,0,0,0,0,0,0,22.5,11.1,0.4,0.1,39.8,86.9,81.5,1.5,1.4,4.8,3.5,4.2,0.1,0.2,7.7,6.3,98.2,93.1,0,20.3,3.9,3.2,20.2,11.1
WELLINGTON HEALTH CARE SERVICES,559,14,4,1,2,2,14.3,100,0,0,1.8,2,1.8,2.2,3.3,2.8,0.4,48.2,51.8,0.6,49,3.5,1346246,96160.4,4,0.3,29.9,13,3.3,2.1,41.8,56.2,54.3,2.7,2,18.4,1.7,6.9,1.3,1.5,17,15.7,87.5,71.9,0,18.6,7.7,10.4,16.8,10.7
WESLEYLIFE,561,10,1,0,0,0,0,20,80,0,3.9,3.3,4.4,3.9,4.3,3.9,0.9,43.6,50.2,0.3,5,0.5,90680,9068,0,0,20.7,11.6,1,3.9,61.8,81.1,85.8,1.4,1.7,13.1,6.1,5.3,2.4,0.5,17.3,18.2,97.1,97,0,30.6,5.7,2.1,19.6,9.7
WESTMINSTER COMMUNITIES OF FLORIDA,563,9,1,0,0,1,11.1,0,100,0,4.2,3.4,4.3,4.9,4.1,3.8,1.1,28.8,30.6,0.6,5,0.6,103409,11489.9,0,0,22.5,9.1,0.6,0.6,63.7,96.5,98,2,0.8,6.4,1.8,2.2,0.6,0.3,13.6,7.8,100,99.8,0,8.6,3.4,2.7,12.7,11.3
WHITE OAK MANAGEMENT,564,13,2,0,0,1,7.7,92.3,0,7.7,3,2.7,3.7,3.6,3.9,3.5,0.5,40.7,35.5,0.2,14,1.1,369452,28419.4,1,0.1,18.3,10.8,1.1,3.1,51.4,84.5,90,1.6,1.3,15.1,4.3,4.7,1.7,0.7,17.6,17.5,93,94.7,0.1,18.6,5.2,1,20.1,10
WINDSOR,566,23,1,0,1,7,30.4,100,0,0,2.5,2,3.1,4.2,3.9,3.7,0.5,37.5,45.4,0.3,18,0.8,538092,23395.3,3,0.1,22.8,12.4,1,1,52,80.6,82.9,2.2,1.9,10.9,1.4,4,0.7,0.4,8.5,6.4,92.9,96.6,0,10.9,5.9,3.9,10.9,11.1
"WINDSOR HOUSE, INC.",567,11,1,0,0,0,0,100,0,0,3.6,3.2,3.5,4.3,3.6,3,0.5,39.3,28,0.2,3,0.3,152726,13884.2,1,0.1,32.1,18.1,1.9,0.9,41,62.7,67.6,1.7,2.1,9,4.8,3.8,0.5,0.1,5.4,4.9,92,93.3,2.3,22,7.8,5.2,19.8,10.5
"WISCONSIN ILLINOIS SENIOR HOUSING, INC.",569,7,2,0,1,0,0,0,100,0,1.9,1.9,3.4,3.4,4.7,4,0.9,62.1,53.8,0.7,12,1.7,409535,58505,2,0.3,23.6,17.8,1,2,49,83.2,88.4,2,1.9,13,2.5,7,2.3,1.7,17.3,12.2,94.2,96.4,0,17.9,6.1,4.3,12.6,11.9
WLC MANAGEMENT FIRM,570,18,1,0,0,0,0,100,0,0,2.6,3.8,1.4,1.4,3.1,2.9,0.4,69.6,70.2,,21,1.2,737601,40977.8,5,0.3,28.3,18.5,2.7,3.9,44.2,61.8,82.5,2.4,3.7,18.5,4.3,5.7,2.9,2.4,24.7,21.3,95.2,95.1,0.2,25.7,6.2,4.4,24.6,11.4
WVU MEDICINE,571,7,2,0,0,0,0,28.6,71.4,0,4.4,4.6,4.1,3,6.4,5.6,2.2,28.7,24.5,0.5,1,0.1,21580,3082.9,0,0,23.4,8.9,0.8,1.6,36.6,91.3,79.3,2.7,1.6,19.3,6.3,3.6,3.3,3.2,31.3,29.6,99,91.5,0.2,23.5,8.2,1.8,26.8,10.7
