owner_name,associate_id,facility_count,active_facility_count,flags,classification,reason
Kevin Foley,5698046191,1,1,network,index,single_facility_with_context:network
Lsv Investors LLC,5698057115,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Moshe Soskin,5698058733,2,2,"sffc,portfolio,network",index,two_or_more_active_facilities
Eliyahu Mirlis,5698072395,26,26,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Nadine Bell,5698085090,1,1,network,index,single_facility_with_context:network
Tova L Fuchs,5698085181,15,15,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Tiffany Varnadoe,5698093136,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Chatham Ventures LLC,5698096600,1,1,network,index,single_facility_with_context:network
William T Mayo,5698099422,5,5,"multi_state,portfolio,network",index,two_or_more_active_facilities
Ty Morgan,5698105856,1,1,network,index,single_facility_with_context:network
Deborah Philipson 2011 Family Trust,5698112696,13,13,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Amy Shotmeyer,5698115236,1,1,network,index,single_facility_with_context:network
Jeffrey Michael Beck,5698123263,1,1,network,index,single_facility_with_context:network
Bethel Op Holdings LLC,5698131381,1,1,network,index,single_facility_with_context:network
Osvaldo A Carmona,5698134492,1,1,network,index,single_facility_with_context:network
Jenifer Salamino,5698136448,1,1,network,index,single_facility_with_context:network
Avalon Operator LLC,5698139178,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
Cranford Holdco LLC,5698141091,1,1,network,index,single_facility_with_context:network
Benjamin Johnson,5698143824,1,1,network,index,single_facility_with_context:network
Krista Jackson,5698144764,1,1,network,index,single_facility_with_context:network
Gpja Opco LLC,5698144855,4,4,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Douglas Fiebelkorn,5698147783,6,6,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Arbor Nursing and Rehab LLC,5698149243,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Tyler Duncan Ward,5698150472,1,1,network,index,single_facility_with_context:network
Matt Duso,5698151207,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Samuel Herrick,5698154318,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Franco SNF Operations Holdings LLC,5698154425,1,1,network,index,single_facility_with_context:network
Mary O'connell,5698157048,1,1,network,index,single_facility_with_context:network
Wendy Ferrer,5698159028,1,1,network,index,single_facility_with_context:network
St. Augustine Fl Holdco LLC,5698161552,1,1,network,index,single_facility_with_context:network
Meredith Becker,5698162055,1,1,network,index,single_facility_with_context:network
Steven Chizuk,5698162329,2,2,"portfolio,network",index,two_or_more_active_facilities
Julie Solomon,5698162345,1,1,network,index,single_facility_with_context:network
Cody J Brayton,5698165207,1,1,network,index,single_facility_with_context:network
Kfh Healthcare Usco Three Inc.,5698168185,1,1,network,index,single_facility_with_context:network
Shannon Bryant,5698171858,1,1,network,index,single_facility_with_context:network
"Nuvista Living at Jupiter, LLC",5698176006,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Ventura Operations LLC,5698186617,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Glen Oaks Operations LLC,5698186740,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Douglas Eisenberg,5698191476,1,1,network,index,single_facility_with_context:network
Atrium SNF Operating LLC,5698191757,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Rachel Shakow,5698195626,3,3,"multi_state,portfolio,network",index,two_or_more_active_facilities
Regina Williams,5698196863,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Nathalie Begho,5698207520,1,1,network,index,single_facility_with_context:network
Dane Allen,5698208403,2,2,"portfolio,network",index,two_or_more_active_facilities
Unknown party,5698240646,1,1,network,index,single_facility_with_context:network
Unknown party,5698241289,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,5698246106,1,1,network,index,single_facility_with_context:network
Unknown party,5698250108,1,1,network,index,single_facility_with_context:network
Unknown party,5698250264,1,1,network,index,single_facility_with_context:network
Unknown party,5698251932,1,1,network,index,single_facility_with_context:network
Unknown party,5698252435,1,1,network,index,single_facility_with_context:network
Faith E Coleman,5698252781,1,1,network,index,single_facility_with_context:network
Unknown party,5698252823,1,1,network,index,single_facility_with_context:network
Kamal Altows,5698252831,1,1,network,index,single_facility_with_context:network
"2075 Winter Park, LLC",5698252971,1,1,network,index,single_facility_with_context:network
Citadel Care Group LLC,5698253086,2,2,"portfolio,network",index,two_or_more_active_facilities
Unknown party,5698257301,1,1,network,index,single_facility_with_context:network
Unknown party,5698259273,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,5698259331,1,1,network,index,single_facility_with_context:network
Unknown party,5698259554,1,1,network,index,single_facility_with_context:network
Unknown party,5698261089,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,5698261345,1,1,network,index,single_facility_with_context:network
Unknown party,5698262616,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,5698265452,1,1,network,index,single_facility_with_context:network
Unknown party,5698265676,1,0,network,suppress,no_active_facilities
Pc Clark Property LLC,5698267110,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,5698267342,1,1,network,index,single_facility_with_context:network
B&L Consulting LLC,5698267938,1,1,network,index,single_facility_with_context:network
"S&J Management II, Inc.",5698268944,1,1,network,index,single_facility_with_context:network
Unknown party,5698269959,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Robert Wegh,5698272805,1,1,network,index,single_facility_with_context:network
Unknown party,5698273043,1,1,network,index,single_facility_with_context:network
Unknown party,5698274488,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Cassandra Gomez,5698274603,1,1,network,index,single_facility_with_context:network
Unknown party,5698274652,1,1,network,index,single_facility_with_context:network
Shlomo Karelitz,5698274967,1,1,network,index,single_facility_with_context:network
Unknown party,5698275402,1,1,network,index,single_facility_with_context:network
Unknown party,5698275675,1,1,network,index,single_facility_with_context:network
Unknown party,5698275881,1,1,network,index,single_facility_with_context:network
Unknown party,5698276848,1,1,network,index,single_facility_with_context:network
Unknown party,5698277440,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Unknown party,5698277853,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,5698278935,1,1,network,index,single_facility_with_context:network
David Bezio,5698282077,1,1,network,index,single_facility_with_context:network
Pc Wta Ct LLC,5698282911,1,1,network,index,single_facility_with_context:network
Emma Al-ebbinni,5698288231,1,1,network,index,single_facility_with_context:network
Marjory Helfrey-albright,5698288348,1,1,network,index,single_facility_with_context:network
Mpg Holdings LLC,5698289171,2,2,"portfolio,network",index,two_or_more_active_facilities
"Omega Healthcare Investors, Inc",5698291334,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Brandy Gaylord,5698291698,1,1,network,index,single_facility_with_context:network
Luk Beckles,5698291789,1,1,network,index,single_facility_with_context:network
Unknown party,5698293132,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,5698294437,1,1,network,index,single_facility_with_context:network
Uri Schwartz,5698295293,1,1,network,index,single_facility_with_context:network
Kimberly Roth,5698296093,1,1,network,index,single_facility_with_context:network
Unknown party,5698299857,1,1,network,index,single_facility_with_context:network
Steven M Sherman,5698669117,3,3,"portfolio,network",index,two_or_more_active_facilities
Peter M Mazer,5698674026,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Laura Z Otterbein,5698674893,1,1,network,index,single_facility_with_context:network
"Sbk Capital, LLC",5698679256,8,8,"sff,multi_state,portfolio,network",index,two_or_more_active_facilities
Cathy Henderson,5698683803,1,1,network,index,single_facility_with_context:network
Tzvi H Kleiman,5698685246,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Karen S Woodcock,5698686400,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Florida Department of Veterans Affairs,5698686608,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Bethany Operating Co LLC,5698703585,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Adhi Sharma,5698704112,1,1,network,index,single_facility_with_context:network
Melinda Sartori,5698704229,1,1,network,index,single_facility_with_context:network
Susan Peglow,5698707313,1,1,network,index,single_facility_with_context:network
James Chalmers,5698717247,14,14,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Mary Clare Heery,5698719599,6,6,"multi_state,portfolio,network",index,two_or_more_active_facilities
Susan M Blatt,5698726487,1,1,network,index,single_facility_with_context:network
John W Francfort,5698731461,1,1,network,index,single_facility_with_context:network
"CROUSE-COMMUNITY Center, Inc",5698750677,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
New Jersey Veterans Memorial Home Menlo Park,5698755601,1,1,"sffc,affiliated,operator_grouping",index,"single_facility_with_context:sffc,affiliated,operator_grouping"
Deepak K Setia,5698757987,1,1,network,index,single_facility_with_context:network
Wehbeh Anis Wehbeh,5698759025,1,1,network,index,single_facility_with_context:network
Ronald E Jennette,5698761872,1,1,network,index,single_facility_with_context:network
Plantation Nursing & Rehabilitation Center LLC,5698774131,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
William W Young,5698796985,1,1,network,index,single_facility_with_context:network
Estate of Adolf Weider,5698800449,1,1,network,index,single_facility_with_context:network
Brian Bolivar Walls,5698805331,1,1,network,index,single_facility_with_context:network
Gregory Lewis,5698811503,1,1,network,index,single_facility_with_context:network
Jason Kallen,5698829513,1,1,network,index,single_facility_with_context:network
Oak Investment Trust,5698830511,24,24,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
700 Town Bank Road Operations LLC,5698850329,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Elizabeth Almeida,5698854370,14,14,"abuse,sff,multi_state,portfolio,network",index,two_or_more_active_facilities
Calvin A Moffie,5698857886,1,1,network,index,single_facility_with_context:network
Aron Tessler,5698864890,2,2,"sffc,portfolio,network",index,two_or_more_active_facilities
Valerie Depiro,5698908838,1,1,network,index,single_facility_with_context:network
Joel Landau,5698913465,5,5,"portfolio,network",index,two_or_more_active_facilities
Eric Mann,5698919355,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
P. G. - Nicholas Trust,5698922938,6,6,"multi_state,portfolio,network",index,two_or_more_active_facilities
Marvin Rubin,5698929107,7,7,"portfolio,network",index,two_or_more_active_facilities
Marc Zgorski,5698932655,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Noreen Haveron,5698933620,1,1,network,index,single_facility_with_context:network
East Haven Nursing and Rehabilitation Center,5698940153,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Maryann Johnson,5698947729,2,2,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
William J Slivka,5698948610,1,1,network,index,single_facility_with_context:network
Eli Lieber,5698952513,3,3,"portfolio,network",index,two_or_more_active_facilities
Holly Chamberlin,5698954261,1,1,network,index,single_facility_with_context:network
Elric C Gerner,5698963254,3,3,"multi_state,portfolio,network",index,two_or_more_active_facilities
Alyson Spaulding,5799000766,1,1,network,index,single_facility_with_context:network
Barbara Joan Dersh,5799001053,1,1,network,index,single_facility_with_context:network
Therese Kelly,5799009205,1,1,network,index,single_facility_with_context:network
Jose Rodriguez,5799014593,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
"Harmony Health Opco, LLC",5799020848,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Parker Health Group Inc,5799029435,1,1,network,index,single_facility_with_context:network
Srg Business TRUST-SARIT Galbut Trustee,5799034740,1,1,network,index,single_facility_with_context:network
Michael Manela,5799045977,1,1,network,index,single_facility_with_context:network
Sandra Edelstein,5799047254,1,1,network,index,single_facility_with_context:network
Brenda Bertram,5799070041,2,2,"sffc,portfolio,network",index,two_or_more_active_facilities
Maximus Lockport Holdings LLC,5799073722,1,1,network,index,single_facility_with_context:network
Sundance Rehabilitation Holdco Inc,5799080073,150,150,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Pines of Sarasota Healthcare LLC,5799086534,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Mary B Ketchum,5799091849,1,1,network,index,single_facility_with_context:network
Robert Waterman,5799095295,1,1,network,index,single_facility_with_context:network
Charles Kuperwasser,5799098984,1,1,network,index,single_facility_with_context:network
Hillcrest Opco Holdings LLC,5799122792,1,1,network,index,single_facility_with_context:network
Paul Soczynski,5799125753,4,4,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Pompano Bch Holdco LLC,5799129227,1,1,network,index,single_facility_with_context:network
Terraces Nursing and Rehab LLC,5799131975,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
David Ostreicher Family Trust,5799135588,11,11,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Joseph Mandel,5799135695,2,2,"abuse,portfolio,network",index,two_or_more_active_facilities
"La Jerne Terry Cornish, Ph.d.",5799143855,1,1,network,index,single_facility_with_context:network
Ben Ebstein,5799147989,1,1,network,index,single_facility_with_context:network
Lf Oakpark Trust,5799148060,1,1,network,index,single_facility_with_context:network
Crescent Rehab Holdings LLC,5799149407,1,1,network,index,single_facility_with_context:network
Peter Kiernan,5799149795,1,1,network,index,single_facility_with_context:network
Complete Care at Regent LLC,5799150298,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Cranford Operating LLC,5799150306,1,1,"sff,network,affiliated,operator_grouping",index,"single_facility_with_context:sff,network,affiliated"
Lcs Arlington of Naples LLC,5799150330,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Josef Simpser,5799152633,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Nitika Singh,5799154019,1,1,network,index,single_facility_with_context:network
Jek Irrv Tr II,5799154761,17,17,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Aharon Katz,5799161428,4,4,"sffc,portfolio,network",index,two_or_more_active_facilities
Berlin Operator LLC,5799163887,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Yurdad Capital LLC,5799164547,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Specialty Operating Holdings LLC,5799165593,1,1,network,index,single_facility_with_context:network
The Pines at Voorhees Rehabilitation and Healthcare Center LLC,5799166369,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Nj Mazel Parentco 2 LLC,5799166500,1,1,network,index,single_facility_with_context:network
Maxine A Briggs,5799172227,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Patrick Birney,5799172284,1,1,network,index,single_facility_with_context:network
Complete Care at Harrington Court LLC,5799173753,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
"Seacrest Operator, LLC",5799178232,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Knight Health LLC,5799179529,3,3,"multi_state,portfolio,network",index,two_or_more_active_facilities
Moshe Weissman,5799187100,2,2,"sffc,portfolio,network",index,two_or_more_active_facilities
Robert Meisner,5799189767,9,9,"multi_state,portfolio,network",index,two_or_more_active_facilities
Jml 1836 Holdings LLC,5799200127,8,7,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Unknown party,5799200861,1,1,network,index,single_facility_with_context:network
Connie Capaldo,5799200945,1,1,network,index,single_facility_with_context:network
Thomas Taylor,5799206199,1,1,network,index,single_facility_with_context:network
Club at Lake Gibson LLC,5799206306,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Angela Kilkenny,5799206488,1,1,network,index,single_facility_with_context:network
Unknown party,5799207536,1,1,network,index,single_facility_with_context:network
Gregory E. Lindsey,5799207791,1,1,network,index,single_facility_with_context:network
Sh Indigo Citadel Investors LLC,5799224093,3,3,"sffc,portfolio,network",index,two_or_more_active_facilities
Matawan SNF Operations LLC,5799228698,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
Unknown party,5799258174,1,0,network,suppress,no_active_facilities
Unknown party,5799261038,1,1,network,index,single_facility_with_context:network
Unknown party,5799261608,1,1,network,index,single_facility_with_context:network
Unknown party,5799261905,1,1,network,index,single_facility_with_context:network
Unknown party,5799262531,1,1,network,index,single_facility_with_context:network
Unknown party,5799262580,1,1,network,index,single_facility_with_context:network
Middlebury Propco LLC,5799262853,1,1,network,index,single_facility_with_context:network
Unknown party,5799262929,1,1,network,index,single_facility_with_context:network
Juan Rosa,5799263257,1,1,network,index,single_facility_with_context:network
Andrew Solis,5799264792,1,1,network,index,single_facility_with_context:network
Unknown party,5799265641,1,1,network,index,single_facility_with_context:network
Unknown party,5799268876,1,1,network,index,single_facility_with_context:network
Unknown party,5799269197,1,1,network,index,single_facility_with_context:network
Virginia Trickett,5799274791,1,1,network,index,single_facility_with_context:network
Unknown party,5799275285,1,1,network,index,single_facility_with_context:network
Steven Shrager,5799277422,1,1,network,index,single_facility_with_context:network
Lori Berard,5799280293,1,1,network,index,single_facility_with_context:network
Unknown party,5799281457,1,1,network,index,single_facility_with_context:network
Orange Park Propco LLC,5799282695,1,1,network,index,single_facility_with_context:network
Margot and Tom Pritzker Foundation,5799283933,6,6,"multi_state,portfolio,network",index,two_or_more_active_facilities
Joseph Ugowitz,5799284931,1,1,network,index,single_facility_with_context:network
Unknown party,5799288189,1,1,network,index,single_facility_with_context:network
Unknown party,5799288304,1,1,network,index,single_facility_with_context:network
Ann Wunder,5799288791,1,1,network,index,single_facility_with_context:network
Unknown party,5799290938,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,5799292074,1,1,network,index,single_facility_with_context:network
Unknown party,5799293544,1,1,network,index,single_facility_with_context:network
Sonya Martin,5799294427,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
"National Health Realty, LLC",5799295960,4,4,"portfolio,network",index,two_or_more_active_facilities
Kerem Health LLC,5799296356,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,5799296760,1,1,network,index,single_facility_with_context:network
Virginia O'leary,5799297941,1,1,network,index,single_facility_with_context:network
Al Castro,5799298337,1,1,network,index,single_facility_with_context:network
Unknown party,5799298444,1,1,network,index,single_facility_with_context:network
Unknown party,5799298592,1,1,network,index,single_facility_with_context:network
Ben Wilner,5799299210,1,1,network,index,single_facility_with_context:network
Unknown party,5799299863,1,1,network,index,single_facility_with_context:network
Keith Powers,5799673497,1,1,network,index,single_facility_with_context:network
Craig Carter,5799689550,1,1,network,index,single_facility_with_context:network
"Williamsbridge Manor Nursing Home, LLC",5799694071,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Charles David Kikumoto,5799694808,1,1,"sff,network",index,"single_facility_with_context:sff,network"
"Avante Group, Inc.",5799694857,2,2,"portfolio,network",index,two_or_more_active_facilities
University of Rochester,5799699088,1,0,network,suppress,no_active_facilities
Wellsville Manor LLC,5799704888,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Rezeq F Elbataineh,5799711412,2,2,"portfolio,network",index,two_or_more_active_facilities
Ammala Cantrell,5799717930,1,1,network,index,single_facility_with_context:network
Amanda D Brown,5799725214,1,1,,noindex_follow,single_facility_no_context
Joseph Walsh,5799739553,2,2,"abuse,portfolio,network",index,two_or_more_active_facilities
Joseph Schulman,5799742870,1,1,network,index,single_facility_with_context:network
Katherine Fernandez,5799759320,1,1,network,index,single_facility_with_context:network
Rockville Skilled Nursing & Rehabilitation Center LLC,5799769360,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Frederick P Zarrilli,5799780706,1,1,network,index,single_facility_with_context:network
Avraham R Feigenbaum,5799782330,9,9,"sffc,portfolio,network",index,two_or_more_active_facilities
Arthur Frisch,5799795472,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Andrew H Coelho,5799812830,5,5,"multi_state,portfolio,network",index,two_or_more_active_facilities
Alexander Barth,5799821005,21,21,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Tammy Hardy-fauber,5799847844,1,1,network,index,single_facility_with_context:network
Suresh Pai,5799854907,2,2,"portfolio,network",index,two_or_more_active_facilities
Richard Hand,5799857314,1,1,network,index,single_facility_with_context:network
Philip J Karanian,5799874558,1,1,network,index,single_facility_with_context:network
Anthony Derosa,5799875712,12,12,"portfolio,network",index,two_or_more_active_facilities
Stacey S Gugino,5799875845,1,1,network,index,single_facility_with_context:network
Abel Alex Donka,5799888533,1,1,network,index,single_facility_with_context:network
Essex Operations Associates LLC,5799917563,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Ryan A Vess,5799924148,20,20,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Jimmy C Liu,5799925350,1,1,network,index,single_facility_with_context:network
Nirmal Kumar,5799932034,1,1,network,index,single_facility_with_context:network
Domingo Yang,5799944856,1,1,network,index,single_facility_with_context:network
Sarasota Bay Club Management Company LLC,5799949475,1,1,network,index,single_facility_with_context:network
"Campbell Hall Rehabilitation Center, Inc.",5799952750,1,1,"abuse,sffc,affiliated,operator_grouping",index,"single_facility_with_context:abuse,sffc,affiliated"
St. PATRICK'S Home for the Aged and Infirm,5799953477,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Norbert a Bennett Irrv Tr Fbo Children,5799958013,32,29,"abuse,sff,multi_state,portfolio,network",index,two_or_more_active_facilities
Jerome Weinstock,5799961363,2,2,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Seth Haight,5799968004,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Henry M Calderon,5799968467,1,1,network,index,single_facility_with_context:network
"Kfg Operating I, LLC",5799969267,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
David Verinder,5890001747,1,1,,noindex_follow,single_facility_no_context
Christopher Doan,5890009534,6,6,"multi_state,portfolio,network",index,two_or_more_active_facilities
Tasia Lewis,5890012983,1,1,network,index,single_facility_with_context:network
Marikate Lynch,5890014930,1,1,network,index,single_facility_with_context:network
Deborah Abramchik,5890018766,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Derrick N Perkins,5890023758,4,4,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Maureen Wolfe,5890029946,1,1,network,index,single_facility_with_context:network
Silver Investment LLC,5890033096,1,1,network,index,single_facility_with_context:network
David Wettenstein,5890034631,3,3,"portfolio,network",index,two_or_more_active_facilities
Joseph Barbara,5890058739,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Myrna Zoe Bosques,5890064836,1,1,network,index,single_facility_with_context:network
CCM at Passaic Holding LLC,5890066799,1,1,network,index,single_facility_with_context:network
Jerome A Krull,5890068555,1,1,network,index,single_facility_with_context:network
Lynn Johnson,5890070635,1,1,network,index,single_facility_with_context:network
Erica Roman,5890072474,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Kristin A Signor,5890072490,7,7,"abuse,portfolio,network",index,two_or_more_active_facilities
Westwood Holdings LLC,5890075436,1,1,network,index,single_facility_with_context:network
Hilliard Operations LLC,5890079974,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
185 Old Military Road Operating Holdco LLC,5890080691,1,1,network,index,single_facility_with_context:network
Helen Arteaga Landaverde,5890081251,1,1,network,index,single_facility_with_context:network
Cold Spring Acquisition LLC,5890086888,1,1,"sffc,network,affiliated,operator_grouping",index,"single_facility_with_context:sffc,network,affiliated"
Gregory J Garrett,5890087704,2,2,"multi_state,portfolio,network",index,two_or_more_active_facilities
1 Bethesda Drive Operating Holdco LLC,5890092159,1,1,network,index,single_facility_with_context:network
Janet Shahen,5890092290,1,1,network,index,single_facility_with_context:network
Lucy H Staley,5890104145,1,1,network,index,single_facility_with_context:network
"Hbl SNF, LLC",5890121461,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Howard Glastonbury,5890123582,5,5,"portfolio,network",index,two_or_more_active_facilities
Coralee Holdco LLC,5890130322,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Waterman SNF Operations LLC,5890145635,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Lf Creekside Trust,5890152508,1,1,network,index,single_facility_with_context:network
Rivers Edge Holdco LLC,5890153167,1,1,network,index,single_facility_with_context:network
Complete Care at Plainfield LLC,5890160840,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Port Charlotte Care Center LLC,5890163885,1,1,"sffc,network,affiliated,operator_grouping",index,"single_facility_with_context:sffc,network,affiliated"
Barbara Mclaren,5890172464,1,1,network,index,single_facility_with_context:network
Robert Chambre,5890173298,1,1,network,index,single_facility_with_context:network
"Olive Branch Operating Investments, LLC",5890174866,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
"Port Charlotte Opco, LLC",5890179782,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Essex Garden Group LLC,5890182091,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Scott J. Jacobson,5890193163,1,1,network,index,single_facility_with_context:network
Unknown party,5890200513,1,1,network,index,single_facility_with_context:network
Unknown party,5890201321,1,1,network,index,single_facility_with_context:network
Unknown party,5890201594,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,5890202766,1,1,network,index,single_facility_with_context:network
Unknown party,5890203210,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,5890205199,1,1,network,index,single_facility_with_context:network
Itzchak Sabo,5890205553,1,1,network,index,single_facility_with_context:network
William Hallett,5890208433,1,1,network,index,single_facility_with_context:network
Unknown party,5890208540,1,1,network,index,single_facility_with_context:network
Unknown party,5890208581,1,1,network,index,single_facility_with_context:network
Unknown party,5890209019,1,1,network,index,single_facility_with_context:network
Unknown party,5890209274,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,5890209282,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
"Pgtpa Re, LLC",5890210140,1,1,network,index,single_facility_with_context:network
Kip Deckerhoff,5890211965,1,1,network,index,single_facility_with_context:network
Coleman Dirhan,5890213631,2,2,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Unknown party,5890215669,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Acs Pro Global Solutions,5890215826,9,9,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Jennifer Allen,5890215875,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,5890216295,1,1,network,index,single_facility_with_context:network
John Ficucello,5890216501,1,1,network,index,single_facility_with_context:network
"Consulting Support Services, LLC",5890218184,35,35,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Arabella Health & Wellness of Pensacola Holdco LLC,5890222459,1,1,network,index,single_facility_with_context:network
Bh Danbury LLC,5890224125,1,1,"abuse,affiliated,operator_grouping",index,"single_facility_with_context:abuse,affiliated,operator_grouping"
Billee Hadar,5890224869,1,1,network,index,single_facility_with_context:network
Christine Sheppard,5890226633,1,1,network,index,single_facility_with_context:network
