Chain,"Chain ID","Number of facilities","Number of states and territories with operations","Number of Special Focus Facilities (SFF)","Number of SFF candidates","Number of facilities with an abuse icon","Percentage of facilities with an abuse icon","Percent of facilities classified as for-profit","Percent of facilities classified as non-profit","Percent of facilities classified as government-owned","Average overall 5-star rating","Average health inspection rating","Average staffing rating","Average quality rating","Average total nurse hours per resident day","Average total weekend nurse hours per resident day","Average total Registered Nurse hours per resident day","Average total nursing staff turnover percentage","Average Registered Nurse turnover percentage","Average number of administrators who have left the nursing home","Total number of fines","Average number of fines","Total amount of fines in dollars","Average amount of fines in dollars","Total number of payment denials","Average number of payment denials","Average percentage of short-stay residents who were re-hospitalized after a nursing home admission","Average percentage of short-stay residents who have had an outpatient emergency department visit","Average percentage of short-stay residents who newly received an antipsychotic medication","Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened","Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge","Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days","Average percentage of long-stay residents who received an antipsychotic medication","Average percentage of long-stay residents experiencing one or more falls with major injury","Average percentage of long-stay residents with pressure ulcers","Average percentage of long-stay residents with a urinary tract infection","Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder","Average percentage of long-stay residents whose ability to move independently worsened","Average percentage of long-stay residents whose need for help with activities of daily living has increased","Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average percentage of long-stay residents who were physically restrained","Average percentage of long-stay residents with new or worsened bowel or bladder incontinence","Average percentage of long-stay residents who lose too much weight","Average percentage of long-stay residents who have symptoms of depression","Average percentage of long-stay residents who used antianxiety or hypnotic medication","Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF"
National,"",14709,53,86,440,1466,10,73.9,19.5,6.5,3,2.8,2.9,3.7,3.9,3.4,0.7,46.1,43.3,0.5,13711,0.9,459063375,31226.68,2470,0.2,23.8,12,1.5,2.4,55,79.8,81.8,1.9,1.8,15.5,3.3,4.9,1.6,0.9,15.4,14.4,95.5,93.4,0.1,19.4,5.3,12.1,19.5,10.8
"603 HEALTHCARE",826,7,2,0,0,0,0,100,0,0,3,3,3.6,2.6,3.9,3.4,1,42.5,37.4,0.4,4,0.6,58370,8338.57,0,0,26.7,14.4,2.2,2.8,52.8,86.5,87.4,1.7,2.2,19.2,4.4,4.6,1.7,1.5,16.6,19,96.8,98.8,0.1,23.5,4.7,34.3,18.9,10.9
"AARON MAYER",862,6,1,0,0,1,16.7,100,0,0,3.3,2.7,3.3,4.5,4.3,3.8,0.4,38.9,45,0.8,6,1,136201,22700.17,2,0.3,23.8,10.5,1.8,0.8,68.8,95,99.1,2.7,1.2,15.9,0.6,4.5,0.9,0.5,9.4,12.3,99.6,99.8,0,11.1,4.3,6.2,9.5,10.8
"ABRAHAM BAK & MENACHEM GASTWIRTH",4,16,1,0,1,4,25,93.8,0,6.3,2.5,2.4,3.3,3.4,4.6,4.1,0.5,35,29.5,0.1,11,0.7,293545,18346.56,3,0.2,25.7,8.5,4.6,0.6,56.6,97.7,97.4,2.8,1.4,15.7,1.6,5.6,1.6,0.4,9.1,14.1,99.6,99.7,0,10.7,4.3,21,15.5,11.1
"ABRAHAM SMILOW",808,7,1,0,0,2,28.6,100,0,0,1.6,1.6,2.1,3.1,3.4,3.2,0.6,46.8,47.5,0.6,5,0.7,321824,45974.86,0,0,24.5,11,1.3,2.8,39.6,50.3,62.2,1.5,1,20.4,2.6,5,2.3,1.1,24.7,23.3,79.2,79.4,0,27.2,7.2,10.6,21.9,11
"ABSOLUT CARE",6,5,1,0,0,0,0,100,0,0,3.4,3.4,2.6,4.2,3.4,2.9,0.4,49.4,36.5,0.4,1,0.2,8281,1656.2,0,0,21.4,7.6,1,2.7,57.8,79,78,1.2,1.3,21.4,3.7,4.3,0.8,0.4,12.7,13,92.8,96.6,0,16.3,6.3,3.7,21.3,11
"ACCELA HEALTHCARE",733,4,2,0,0,0,0,100,0,0,2,1.8,1.8,4.3,3.2,2.9,0.3,75.7,75.7,0.3,9,2.3,145713,36428.25,0,0,21.6,8.3,1.2,1.2,62.5,50.3,46,2,1.3,10,2.2,5.5,0.8,0.4,8.2,9.6,80.9,71.6,0,18.5,6.6,26.9,17.7,10.7
"ACCOLADE HEALTHCARE",7,7,1,0,0,0,0,85.7,0,14.3,2.7,3,1.6,3.4,3.6,3.3,0.7,50.4,43.8,0.2,16,2.3,492052,70293.14,2,0.3,29.7,15.2,1,1.9,60.9,81.9,81.9,2,1.8,10.3,2.8,5.8,0.9,0.8,19.8,19.2,95.7,95.9,0,23.5,8.4,45.1,15,11.7
"ACCURA HEALTHCARE",8,42,4,0,0,2,4.8,100,0,0,2.5,2.4,3.2,2.8,3.6,3.2,0.7,42.3,49.7,0.6,23,0.5,527392,12556.95,10,0.2,21.6,15.8,2.5,1.6,57.5,76.1,84,1.6,2.5,21.7,3.8,4.3,2.9,1.4,23.6,21.6,95.9,90.6,0.1,28.2,5.6,3.7,21.5,10.5
"ACTS RETIREMENT-LIFE COMMUNITIES",9,27,9,0,0,1,3.7,0,100,0,4.7,4.4,4.8,4.4,4.4,4.1,1.3,23.3,28,0.4,2,0.1,33770,1250.74,0,0,24.2,13.4,0.7,2.5,66.5,96.6,92.7,2,1.1,9.7,3.4,5.9,2.7,1.5,16.6,17.3,98,96.8,0,19.4,4.9,0.2,18.1,11.2
"ADAMS COUNTY MEMORIAL HOSPITAL",10,8,1,0,0,0,0,62.5,25,12.5,2.8,2.5,3.3,3.8,4.1,3.7,0.8,46.9,41.1,0.2,2,0.3,114339,14292.38,1,0.1,22,4.6,1,1.2,53.4,76.1,78.8,1.9,1,12,4.9,4.5,2.6,1.2,27.4,25.5,95.4,95,0,27.3,5.3,11,24.1,10.6
"ADVANCED HEALTH CARE",11,26,11,0,0,1,3.8,100,0,0,4.7,4.1,4.1,4.7,5.5,4.6,1.6,45.3,43,0.5,29,1.1,263844,10147.85,1,0,21.2,9.6,0.3,1.5,61.8,91.2,96.1,"","","","","","","","","","","","","","","","",10.3
"ADVANCED HEALTH CARE MANAGEMENT",12,6,2,0,0,0,0,100,0,0,3.3,3.3,3.7,3.7,3.9,3.2,0.5,37.5,33.8,0,2,0.3,19357,3226.17,1,0.2,24.6,10.2,1.4,2.6,62.8,94.6,98.1,2.6,2.2,13.2,3.1,6,1.4,1.1,17.7,17.3,99.8,100,0.1,15.9,2.8,0.7,27.7,11.9
"ADVANCED HEALTHCARE SOLUTIONS",13,30,1,0,1,2,6.7,50,0,50,3,2.8,2,4.2,3.2,2.8,0.4,50.2,50.9,0.6,42,1.4,1776636,59221.2,1,0,24.2,14,1.2,1.7,65.7,88.8,93.3,2.1,2.3,8.4,3.4,3.5,0.2,0.2,13.3,14.1,98.4,97.6,0,13.1,3,2.6,18.6,10.6
"ADVENA LIVING COMMUNITIES",832,6,1,0,1,1,16.7,100,0,0,1.3,1.8,1.7,1.8,3.1,2.7,0.4,65.4,71.6,2.4,8,1.3,311860,51976.67,1,0.2,32.4,18.7,5.3,1.3,47.6,45.7,66.7,2.3,2,33.1,2.4,5.3,2.5,1.6,22.6,24.3,96.1,85.5,0,17.5,4,3.1,34,11.1
"ADVENTIST HEALTH",671,5,1,0,0,0,0,20,80,0,4,3.8,3.8,3.8,5.5,4.9,1.5,22.8,14.9,0,2,0.4,123442,24688.4,2,0.4,19.2,7.1,3,0.4,50.2,97.4,85.2,1.6,1.8,18,1.3,4.1,3.2,4.6,10,13.5,96,99.1,0.2,11.8,5.2,0.6,16.8,11.5
ADVINIACARE,16,10,3,0,0,3,30,100,0,0,2.3,2.4,2.1,2.9,3.4,3.1,0.6,39.5,49.6,0.7,22,2.2,1275420,127542,1,0.1,31.2,15.9,2,3,49.2,80.4,69.7,1.8,1.8,17.9,5.6,5.6,2.6,1.5,19.6,19.3,95.2,91.9,0,23.8,5.2,23.6,18.7,10.5
"AHAVA HEALTHCARE",17,16,4,0,0,0,0,87.5,6.3,6.3,2.4,2.8,2,3.4,3.6,3.2,0.4,57.8,60.8,0.4,7,0.4,398206,24887.88,2,0.1,24.9,16.5,1.7,1.7,48.5,80.4,77.4,1.8,1.9,14.8,2.7,5.3,1.2,0.5,19.5,15.1,95.8,92.4,0.2,19.8,5.6,7,29.9,10.9
"AHMC HEALTHCARE",18,5,1,0,0,0,0,100,0,0,2.8,2.6,3.4,3.5,6.8,6.2,2.1,18.9,17.4,"",4,0.8,46717,9343.4,3,0.6,27.6,12.9,2.1,0.7,48.2,72.2,67.9,2.3,1.1,9.4,1.3,8.6,2.5,6.7,12.4,12.7,86.3,95.8,2.8,2.9,6.9,0.2,8.8,10.4
"AJC HEALTHCARE",616,14,1,1,1,5,35.7,100,0,0,2.4,2.2,2.2,4,4.2,3.8,0.3,48.5,58.3,0.9,8,0.6,837932,59852.29,3,0.2,24.3,15.2,1.3,1,50.1,87.6,91.9,1.9,2.5,11.1,2.3,2.9,0.7,0.3,10.2,9.7,99,98.8,0,15.6,4.1,10,16.8,11.1
"AKIKO IKE",582,6,2,0,0,0,0,100,0,0,3.5,2.8,3.7,4.3,4.1,3.6,0.7,28.9,35.7,0.8,2,0.3,103148,17191.33,1,0.2,18.6,9.3,1.9,3.2,61,79.5,81.6,1.8,0.9,21.2,3.4,3.9,1.1,0.7,13.3,16.7,97.7,95.6,0,28.5,6.2,2,18.2,11.2
"ALARIS HEALTH",20,8,1,0,0,0,0,100,0,0,2.9,2.6,2.8,4.3,4,3.7,0.9,49.6,51.6,0.9,4,0.5,214845,26855.63,0,0,25.5,5.8,1.5,2.7,54.4,84.6,85.6,2.6,1,10.3,1.8,9.9,1.2,1.1,11.7,12.2,97.6,95.4,0,8.9,4.6,1.9,18.1,11.3
"ALIYA HEALTHCARE",663,12,1,0,0,4,33.3,100,0,0,2.6,2.5,1.4,4.3,3.2,3,0.6,46.1,51.3,1,31,2.6,1703738,141978.17,16,1.3,24.2,10.1,1.7,0.7,57.9,47.5,57.1,1.6,1.1,20.2,1.7,5.6,0.2,0.1,8.2,6.9,88,81.5,0,20.8,7.3,91.7,11.3,11.1
"ALLAIRE HEALTH SERVICES",21,20,4,2,2,5,25,100,0,0,2.7,2.3,2.8,4.2,3.9,3.3,0.6,52.7,47.9,0.7,28,1.4,2250770,112538.5,7,0.4,24.7,11.1,1,2.1,70.5,72.5,75.7,2.2,1.9,15.5,3.1,5.3,0.6,0.2,5.8,5.9,96.3,93.4,0.1,19.6,6,22.9,20.5,11.1
"ALLIANCE HEALTH & HUMAN SERVICES",23,8,1,0,0,0,0,12.5,87.5,0,3.9,3.8,3.5,3.5,3.9,3.4,0.7,41.1,46.6,0.4,3,0.4,64611,8076.38,0,0,28.4,11,1.2,2.7,53.5,90.6,91.9,1.7,1.6,16.7,3.6,3,2.5,0.8,19.2,20.9,96.8,95.5,0,14.3,3.1,3.1,16.3,11.9
"ALLIANCE HEALTH GROUP",714,12,1,0,0,2,16.7,100,0,0,1.3,1.7,1.5,1.8,3.3,3,0.3,53.3,51,0.7,23,1.9,847602,70633.5,5,0.4,26,15.6,2.5,5,46,61.5,60.7,1.7,1.7,18,2.5,7,2.2,0.9,31.5,24.9,82.4,83.7,0,26.7,7.7,5,25.1,10.4
"ALLURE GROUP",734,6,1,0,0,0,0,100,0,0,4,3,3.3,5,3.9,3.4,0.8,29.5,38.5,0.2,0,0,0,0,0,0,21.1,7.7,1,2.1,72.4,76.9,80.1,1.4,0.9,8.7,2,8.4,0.5,0.1,6.8,9.2,94.1,95.4,0,14.7,5.5,10,9.3,8.9
"ALLURE HEALTHCARE SERVICES",25,15,1,0,0,6,40,100,0,0,2.5,2.9,1.7,2.5,3.6,3.3,0.6,43.2,48.3,0.6,20,1.3,876091,58406.07,4,0.3,23,18.6,2.2,4.6,33.3,54.3,71.4,1.6,2.5,19.7,3.3,3.9,3.8,1.7,21.2,21,90.6,92.7,0,25.4,5.8,69,23.3,10.8
"ALPHA SNF MA",680,5,1,0,0,1,20,100,0,0,1.6,1.4,1.6,2.8,3.4,3.2,0.5,"","","",16,3.2,232579,46515.8,1,0.2,25.8,11.6,0.9,2.3,50.8,45,65.9,1.9,1.7,21.7,2.6,4.8,1.1,1.1,25.3,25.9,93.6,92.9,0,20.5,6.6,9.1,22.4,10.4
ALTERCARE,26,22,1,0,0,1,4.5,100,0,0,3.3,2.7,2.1,4.8,3.7,3.2,0.7,55.4,46.4,0.6,9,0.4,658475,29930.68,3,0.1,23.5,13.6,0.7,0.6,61.6,70.2,65.4,1.7,1.6,6.5,4,3.4,0.8,0,4.6,4.1,92.6,89,0,20.7,5.8,23.5,27.8,11.1
"AMA HOLDINGS",27,14,1,1,1,3,21.4,100,0,0,1.6,2.3,1.2,2.2,3.4,2.9,0.4,65.4,65.1,0.8,17,1.2,692875,49491.07,5,0.4,29.4,13.4,1.4,4.2,40.7,43.6,43,2.2,2,15.5,3.8,4.5,1,0.5,20.6,18.4,83.5,76.6,0,20.9,2.6,62.7,21.4,10.7
"AMBASSADOR HEALTH",28,4,2,0,0,0,0,100,0,0,3.8,3.8,3.8,4,5.1,4.4,1.1,37.3,24.7,0,0,0,0,0,0,0,22.6,10.6,3.4,0.4,61.2,86.2,91.4,2,2.2,16.3,3.9,2.3,3.4,0.6,13.9,15.4,95.7,88,0.6,20.2,2.6,2.7,25,10.3
"AMERICAN BAPTIST HOMES OF THE MIDWEST",29,6,5,0,0,1,16.7,16.7,83.3,0,2.2,1.8,3.7,3.8,4.2,3.8,0.8,57.7,56,1,6,1,273201,45533.5,3,0.5,13,18.6,1,1.4,59.7,89.3,89.7,1.4,1.6,19.1,3.6,3.1,1.8,1.2,24.3,27,97.3,98.1,0,29.1,3,2.5,9,10.8
"AMERICAN HEALTH FOUNDATION",31,6,2,0,0,1,16.7,0,100,0,2.5,2.3,3,3,3.6,3.3,0.6,61.5,37,0,5,0.8,350951,58491.83,0,0,24.8,14.1,1.7,4,46.3,62.9,68.1,1.7,1.4,11.4,2.5,3.9,1.1,0.5,15.8,13,91.1,86.8,0,24.5,5.8,5.9,21.5,10.6
"AMERICAN SENIOR COMMUNITIES",33,91,1,0,0,2,2.2,47.3,20.9,31.9,3.9,3.4,2.2,4.7,3.5,3,0.6,44.6,38.2,0.4,6,0.1,119516,1313.36,2,0,22.6,9.8,0.9,2,47.6,87,86.3,1.5,1.3,8.8,3.6,3.6,0.8,0.2,6.8,6.1,97.5,95,0,20,4,32.6,23.1,10.7
"AMERICARE SENIOR LIVING",34,23,2,0,0,3,13,100,0,0,3.5,3.4,3.4,3.3,3.7,3.2,0.5,48,41.3,0.2,12,0.5,273613,11896.22,0,0,26.4,14,1.1,1.4,59.2,74.3,89.7,2,2.5,21.8,4.3,5.7,2.4,1.8,17.1,17.3,95.5,98,0,21.3,7.6,1.6,24.7,10.8
"ANEW HEALTHCARE",35,2,2,0,2,2,100,100,0,0,1,1,1.5,1,2.9,2.6,0.6,81.4,66.7,2,6,3,344693,172346.5,1,0.5,"","","","","","",3.3,1.9,2.3,30.4,0.9,5.9,1.9,3.8,30.9,27,84.6,68,0,30.2,5.8,37,24.5,10.4
"ANTHONY & BRYAN ADAMS",36,38,2,0,0,0,0,100,0,0,3.9,3.5,3.1,4.4,3.9,3.3,0.4,53.8,49.7,0.4,12,0.3,200231,5269.24,1,0,26.1,13.2,0.5,3.1,69.9,77.4,83.5,2,1.8,4.8,4,3.4,0.7,0.3,10.1,8.8,97.1,96,0,12.5,2.7,0.6,15.7,10.9
"AOM HEALTHCARE",37,20,1,0,2,1,5,100,0,0,2.7,2.2,1.5,4.9,3.2,2.8,0.5,61.6,65.6,0.7,16,0.8,590860,29543,7,0.4,22.2,13.9,2,1.8,62.1,79.8,85.6,1.6,2.2,9,3.2,3.1,0.2,0,3.6,3.3,96,94.3,0,18.2,4.8,33.3,29.9,11.2
"APERION CARE",38,33,2,0,2,10,30.3,100,0,0,2,2.1,1.6,3.5,3.1,2.8,0.6,45.7,43.8,0.5,65,2,2449787,74235.97,16,0.5,28.1,10.9,2.2,2.1,39.7,42.7,49.3,1.9,1.5,34.9,2.3,4.8,0.3,0.4,11.6,8.1,88.4,85.2,0.1,21.7,5.7,77.1,17.9,10.7
"APPLE REHAB",39,20,2,0,1,3,15,100,0,0,2.2,2.3,2.6,2.8,3.3,3,0.6,41.9,44.5,0.7,20,1,604573,30228.65,3,0.2,25.1,11.3,1.7,2.8,55.3,50.2,49.5,2.3,1.8,19.3,3.4,4.7,2.1,1.8,21.2,21.8,89.5,83.6,0,23.2,7,10.9,18.7,10.5
"ARABELLA HEALTHCARE MANAGEMENT",633,13,3,0,0,2,15.4,100,0,0,2.8,2.5,2.9,3.7,3.5,3,0.7,62.9,64.9,1.4,12,0.9,299217,23016.69,3,0.2,26.7,13.2,2.5,2,49.2,77.6,91.7,1.8,1.5,19.9,2.7,6.1,1,0.7,9.4,6.5,95.8,94.9,0.1,11.3,5.3,1.3,18.7,11.3
"ARBOR CARE CENTERS",40,7,1,0,0,0,0,85.7,0,14.3,2,2.4,1.9,2.4,3.3,3,0.5,61.1,77.8,1.5,0,0,0,0,2,0.3,20.4,12.1,2.3,4.8,34.1,42.6,57.3,2,1.9,23.2,5.1,5.3,3,2.8,21.7,21.8,91.9,85.3,0,25.2,6.3,1.7,24.3,11
"ARBORETA HEALTHCARE",618,3,2,0,0,0,0,100,0,0,2.3,2.7,2,2.7,3.4,2.9,0.7,65.1,61.3,1.7,1,0.3,33598,11199.33,0,0,"","","","","",90,82.4,1.7,2.6,27.9,4,2.3,2.6,3.5,17.2,18.4,97.7,93.8,0,23.9,5.8,5.6,22.7,12
"ARBORS AT OHIO",41,16,1,0,0,4,25,100,0,0,2.6,2.1,2.9,4.2,3.9,3.3,0.7,49.4,44.8,0.6,18,1.1,648387,40524.19,6,0.4,22.7,11,1.8,2.5,45.2,69.4,69.1,1.9,1.9,11.1,2.9,4,0.5,0.1,5.8,4.2,95.9,93.7,0,20.2,6,2.9,32,10.8
"ARCADIA CARE",42,22,2,2,3,12,54.5,100,0,0,1.5,1.8,1.3,3.1,3,2.8,0.4,49.5,43.9,1.1,53,2.4,3594612,163391.45,31,1.4,22.3,18.2,1.3,2.7,39.9,60.4,63.3,1.9,3.1,17.5,2.9,3.4,1.4,1,19.3,14.9,91.7,87.2,0,23.8,9.8,78.3,19.9,10.8
ARCHCARE,43,7,1,0,0,1,14.3,14.3,85.7,0,4,3.1,3,5,3.2,2.8,0.9,34.4,40.9,0.4,0,0,0,0,0,0,18.9,7.5,1.9,0.4,81.8,76.3,74.1,1.6,1.3,9.2,2.2,3.6,0.6,0.2,9.1,9.1,94.8,89.7,0,18.1,5.1,21.3,13.4,10.4
ARISTACARE,45,9,2,0,0,2,22.2,100,0,0,2.6,2,1.9,4.3,3.8,3.4,0.5,44.5,55.7,0.3,6,0.7,274218,30468.67,0,0,25,7.4,1.6,1.7,61.1,63.6,48.2,2,1.3,16.3,1.7,6.8,0.4,0.3,4.9,5.1,95,69.2,0.3,16,4.1,13.7,18.3,11.3
"ARK POST ACUTE NETWORK",827,4,3,1,0,0,0,100,0,0,1.3,1.7,1.7,2.3,3.8,3.4,0.3,64,64.2,1,6,1.5,809511,202377.75,4,1,28.1,14.2,2.2,2.8,40.8,45.4,60.9,3.5,3.5,18.6,1.3,9.9,1.8,1.1,25.7,19.8,81.6,73.6,0.5,20.9,4.3,1.6,15.1,10.2
"ASBURY COMMUNITIES",47,7,3,0,0,1,14.3,28.6,71.4,0,4.4,4,4,4.7,3.9,3.6,0.8,35.7,29.7,0.6,5,0.7,23604,3372,0,0,20.3,8.7,1.4,2.4,54.4,95.3,92.7,1.6,0.9,14.3,4.1,3.4,0.9,0.1,11.8,10.3,99.5,95.9,0,24.6,3.9,6,23.4,10.4
"ASCENSION LIVING",48,16,8,0,0,2,12.5,18.8,81.3,0,2.9,2.6,3.4,3.6,4.2,3.8,0.9,52,48.9,0.7,25,1.6,1105733,69108.31,12,0.8,21.8,13,0.6,2.9,58,79,83,1.8,1.6,11.8,4.5,5,1.2,0.3,22.3,19.6,97,92.7,0,21,4.9,6.5,15.4,10.8
"ASCENT HEALTHCARE MANAGEMENT",799,6,1,0,0,0,0,100,0,0,2.3,2.7,2,2,3.2,2.9,0.4,58.8,51.8,0.8,7,1.2,232066,38677.67,0,0,24.9,13.4,3.2,8,42.4,67.1,63.4,1.5,1.5,20.6,4.2,6.7,4.1,0.6,11.2,11.2,87.3,88,0,23.3,10.1,2.1,30.7,10.8
"ASCENTRIA CARE ALLIANCE",49,5,2,0,0,0,0,0,100,0,4.2,4,3.8,3.4,4.3,3.6,0.6,39.4,41,0.2,1,0.2,56940,11388,0,0,28.1,13.8,1.2,1,58.4,77.5,75,2.1,1.6,14.4,2.3,4.9,1.2,0.1,15.5,18.4,91.6,79.2,0.2,22.9,7,1.5,17.2,10.3
"ASPEN SKILLED HEALTHCARE",50,35,2,0,0,1,2.9,100,0,0,3.6,3,3.7,4.6,4.4,4,0.7,41.1,39.1,0.2,35,1,747470,21356.29,3,0.1,23.8,11.5,0.8,0.9,58.5,95.6,98.6,2.4,1.7,7.2,1.5,3.5,0.6,0.6,10.1,8.3,98.7,99.8,0.2,13,2.2,4.5,10,10.7
"ASPIRE SENIOR LIVING",51,16,1,0,0,1,6.3,93.8,6.3,0,2.3,2.6,1.8,2.7,3.3,2.9,0.4,60.7,56.8,1.2,9,0.6,273669,17104.31,4,0.3,23.8,16,3.7,3.2,60.4,64,69.6,2.3,2.2,19.2,3.4,4.3,4.1,1.2,23.8,19.4,92.2,86.2,0,18.3,3.7,6.3,30.8,11.5
"ASTON HEALTH",800,38,1,0,0,2,5.3,100,0,0,2.6,2.4,2,4.2,3.4,3.2,0.5,55.7,64.3,1,29,0.8,734057,19317.29,0,0,24.3,8.3,1.3,2.4,44.9,90.5,90.2,1.7,1,13.8,2.6,5.2,0,0.1,9.6,8.9,99.9,95.4,0,18.7,7.9,1.2,17.6,11.2
"ATHENA HEALTHCARE SYSTEMS",52,24,3,0,2,5,20.8,100,0,0,1.6,1.7,2.8,2.7,3.2,2.9,0.5,31.7,37.3,1,35,1.5,1939081,80795.04,7,0.3,24.8,14,2.4,2,43.8,65.1,69.7,1.9,1.7,30.1,3.7,3.5,1.5,0.9,18.4,16.7,89.7,92.1,0,24.5,4.8,12.6,27.6,11
"ATIED ASSOCIATES",53,12,3,0,0,4,33.3,100,0,0,2.4,2.7,1.9,3.1,3.4,2.9,0.6,44.8,41.1,0.3,12,1,580123,48343.58,7,0.6,24.6,11,1.6,2.3,36.5,66,64.5,2.1,2.1,26.8,3.3,6.1,1.4,1.8,14.1,11,95.5,89.4,0,14.7,6.4,65.3,17.7,11.3
"ATLAS HEALTHCARE",598,29,4,0,0,0,0,96.6,3.4,0,3.6,3.1,2.4,4.4,3.7,3.3,0.6,45.9,44.9,0.5,25,0.9,1593490,54947.93,1,0,24.9,9.2,0.9,2.1,59.9,77.5,76.3,1.7,1.3,13.4,3.2,4.4,0.8,0.2,9.7,9,95.1,88.9,0,24.6,4.6,22.6,19.4,10.7
"ATRIUM CENTERS",54,26,4,0,0,2,7.7,100,0,0,3.1,2.8,3.2,4,3.4,3,0.7,48.4,42.1,0.6,13,0.5,794082,30541.62,7,0.3,23.2,13.1,1.2,2.5,50.7,76,78.5,1.8,2.3,12.8,3,5.5,2.2,0.8,9.8,10.8,95.9,93.9,0,10.2,6.1,4.2,17.2,10.9
"ATRIUM HEALTH",55,6,1,0,0,0,0,16.7,83.3,0,3.3,3,3.2,3.8,4.1,3.5,1.1,40.7,33.9,0,3,0.5,21991,3665.17,0,0,21.1,9.3,1,3.7,46.5,90.6,86.9,1.8,1.7,6.1,2.3,8.2,2.9,0.6,21.2,21,96.5,72.8,0.2,25.7,5.4,2.8,19.3,10.2
"AUGUST HEALTHCARE",833,6,2,0,0,0,0,100,0,0,3,3.2,2,2.8,3.7,3.3,0.5,45.8,48,0.5,4,0.7,46368,7728,0,0,21.8,13.5,1.7,3.8,55.4,46.2,51.9,2.1,2.1,12.1,2.5,7.1,2,1.2,23.1,15.9,84.6,78.2,0.1,20.4,4.8,23.7,20.3,13.1
"AUTUMN LAKE HEALTHCARE",56,60,5,0,0,6,10,100,0,0,3,2.6,2.5,4.2,3.6,3.3,0.5,44.6,38.9,0.2,51,0.9,1068749,17812.48,1,0,23,10.6,1.2,2.6,65.3,88.3,90.1,1.6,1.3,14.5,1.8,5.4,0.7,0.3,19.7,18.2,98.4,98.3,0,24.5,5.7,25.5,16.3,11.6
"AVALON HEALTH CARE",57,16,5,0,0,0,0,81.3,6.3,12.5,3.4,2.8,3.9,4.2,4.6,4.2,1,42.1,46.2,0.3,12,0.8,366654,22915.88,1,0.1,17.6,15,1.9,1.3,52.1,87,89.6,1.2,1.7,16.7,3.3,3.9,1.3,0.5,18.2,13.6,96.7,97.5,0,22.2,3.4,9.4,19,10.5
AVAMERE,58,29,2,0,0,2,6.9,100,0,0,3.1,2.7,4.1,3.7,4.7,4.2,0.7,38.3,43.5,0.7,21,0.7,828733,28577,2,0.1,22.8,14.7,1.2,2.5,56.6,86.5,92.1,1.6,2,13.4,2.1,5.7,2.1,1.3,21.4,14.9,96,96.8,0,22.2,5.7,13.4,11.3,9.7
"AVANTE CENTERS",59,11,1,0,0,0,0,100,0,0,2.7,2.5,2.5,4.2,3.5,3.2,0.5,47.7,53.6,1.2,5,0.5,116227,10566.09,1,0.1,25.1,10.2,1.1,2.1,48.4,94.3,90.7,2,1.1,4.5,2,6.4,0.1,0.1,6.5,5.2,100,98.8,0,9.5,6.6,5.1,8.4,10.3
"AVARDIS HEALTH",843,38,4,1,4,8,21.1,97.4,2.6,0,2,2,2.4,3.3,3.2,2.8,0.5,52.1,54,1.2,45,1.2,1615284,42507.47,6,0.2,22.8,11.7,2,3.8,55.4,74.3,75,1.7,1.8,20,4,5.7,1.2,0.8,16.8,14.8,96,89.7,0,25.2,7.7,3.1,25.2,10.7
"AVENTURA HEALTH GROUP",60,11,3,1,0,0,0,100,0,0,2,1.8,2.4,4,3.5,3.2,0.5,55.6,44.2,0.7,9,0.8,743569,67597.18,4,0.4,23.2,15.8,1.9,2.1,53,66.4,59.8,2.1,1.5,18.6,2.8,5,0.4,0.4,7,6.9,95.3,85,0,22.8,6.6,7.7,20.3,10.7
"AVERA HEALTH",61,13,3,0,0,1,7.7,0,100,0,3.4,3.2,4.1,3.1,4.3,3.7,1,41.7,30.9,0.3,8,0.6,129410,9954.62,1,0.1,18.8,12.4,1,5,64.9,89.7,92.8,1.6,2,20.4,5.9,4.4,2.1,3,19.2,19.4,99.2,99.4,0,23.5,4.7,2.5,18.9,9.9
"AVIATA HEALTH GROUP",745,52,1,0,4,9,17.3,98.1,1.9,0,2.3,2,2.8,4,3.4,3.2,0.6,48,54.5,1.5,121,2.3,2031614,39069.5,2,0,27.2,9,1.7,2.5,52.2,94.9,93.3,2.3,1.2,7.1,2.6,4.8,0.3,0.4,9.1,7.7,98.7,97.8,0,10.4,6.2,3.3,16.2,10.7
"AVID HEALTHCARE GROUP",700,11,1,1,1,0,0,100,0,0,1.7,1.9,2.5,2.1,3.7,3.4,0.5,66,57.5,0.7,12,1.1,327644,29785.82,7,0.6,26,16.8,2.1,3.5,50.8,70.1,70.3,2.5,2.1,27.8,4.4,4.2,1.8,2,17,19.7,92.8,91.2,0.4,26.2,6.4,7.3,21.8,10.6
