Chain,"Chain ID","Number of facilities","Number of states and territories with operations","Number of Special Focus Facilities (SFF)","Number of SFF candidates","Number of facilities with an abuse icon","Percentage of facilities with an abuse icon","Percent of facilities classified as for-profit","Percent of facilities classified as non-profit","Percent of facilities classified as government-owned","Average overall 5-star rating","Average health inspection rating","Average staffing rating","Average quality rating","Average total nurse hours per resident day","Average total weekend nurse hours per resident day","Average total Registered Nurse hours per resident day","Average total nursing staff turnover percentage","Average Registered Nurse turnover percentage","Average number of administrators who have left the nursing home","Total number of fines","Average number of fines","Total amount of fines in dollars","Average amount of fines in dollars","Total number of payment denials","Average number of payment denials","Average percentage of short-stay residents who were re-hospitalized after a nursing home admission","Average percentage of short-stay residents who have had an outpatient emergency department visit","Average percentage of short-stay residents who newly received an antipsychotic medication","Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened","Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge","Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days","Average percentage of long-stay residents who received an antipsychotic medication","Average percentage of long-stay residents experiencing one or more falls with major injury","Average percentage of long-stay residents with pressure ulcers","Average percentage of long-stay residents with a urinary tract infection","Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder","Average percentage of long-stay residents whose ability to move independently worsened","Average percentage of long-stay residents whose need for help with activities of daily living has increased","Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average percentage of long-stay residents who were physically restrained","Average percentage of long-stay residents with new or worsened bowel or bladder incontinence","Average percentage of long-stay residents who lose too much weight","Average percentage of long-stay residents who have symptoms of depression","Average percentage of long-stay residents who used antianxiety or hypnotic medication","Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF"
"LIFEBRITE HOSPITAL GROUP",654,2,2,0,0,0,0,100,0,0,2,2,2.5,3,3.6,3.1,0.8,29.3,40,0,1,0.5,177463,88731.5,0,0,20.5,6.1,12.5,1.8,21.4,44,60.1,1.7,1.8,24.6,1.7,6.1,5,1.4,20.8,20,100,95.8,0.3,14.5,4.6,1.5,29.1,10.8
"PLAINVIEW HEALTHCARE PARTNERS",657,15,3,1,1,3,20,100,0,0,1.9,2,2.5,3.2,3.7,3.4,0.5,55.8,53,1,23,1.5,721024,48068.27,5,0.3,25.7,12,1.4,3.8,45.3,79.5,77.5,2.1,2,10.6,3.2,4.3,1,0.6,17.8,14.3,94.2,91.1,0,15.2,7.3,5.6,19.5,11.3
"RILEY SPENCE SENIOR LIVING",658,5,1,0,0,0,0,100,0,0,1.2,2.6,1.4,1.4,3.3,3,0.2,56.7,67.3,2.8,2,0.4,155474,31094.8,0,0,28.2,16.7,1.3,1.4,36.7,64,59.7,2.3,2.3,27.5,5,4.1,3.9,3.1,16.7,17,93.1,79.8,0,14.2,9.8,7,24.9,11.4
"SERRANO GROUP",659,11,1,0,2,2,18.2,100,0,0,2.3,1.8,3.1,4.4,4.3,3.8,0.5,43.9,54.3,0.6,17,1.5,734537,66776.09,13,1.2,21.8,8.3,0.7,1.2,53.6,90.7,90.6,3,1.3,7.4,0.8,4.9,1.2,0.4,7.9,8.1,96.9,98.4,0.1,13.9,4.5,10.3,12.5,10.9
"STERN CONSULTANTS",661,22,3,0,0,0,0,100,0,0,2.6,2.5,2.2,3.9,3.7,3.2,0.6,47.1,51,0.7,30,1.4,1577535,71706.14,6,0.3,23.6,13.6,0.8,1.8,49.7,73.7,78.8,1.9,2.2,15.3,3,3.5,0.8,0.5,10.9,10.6,93.1,91.3,0.1,23.2,10,32.5,23.8,11.2
"ALIYA HEALTHCARE",663,9,1,0,0,3,33.3,100,0,0,2.6,2.4,1.3,4.4,3.2,3.1,0.6,48.9,55.6,1.1,20,2.2,1254627,139403,13,1.4,24.4,10.7,1.8,0.9,64.4,52.1,60.7,1.6,1.2,22.2,1.8,5.4,0,0.1,6.3,5.4,87.1,78.4,0,21.6,7.9,96.1,12.2,10.6
"KR MANAGEMENT",667,5,1,0,0,0,0,100,0,0,4.4,3.4,3,5,4,3.6,0.8,47.4,51.6,1,2,0.4,38350,7670,0,0,25.3,7.4,0.8,1,60.8,97.7,99.7,1.9,0.5,3.5,2.6,2.6,0.3,0,9.8,5.1,100,100,0,9.7,5.3,9.6,17.3,10.5
"RIVERS EDGE OPERATIONS",668,7,1,0,0,0,0,100,0,0,2.4,2.4,2.7,3.1,3.6,3.2,0.3,57.8,53.8,0.7,5,0.7,251962,35994.57,8,1.1,24.6,13.8,1.9,1.8,49,65.4,83.6,2.5,3.3,19,2.9,4.6,1.5,1.1,17.2,14.2,96,97.9,0,20.3,2.4,4.2,29.7,12.1
"VANTAGE CARE",669,8,1,0,1,1,12.5,100,0,0,2.4,2.8,2.9,2.4,3.8,3.6,0.4,39.2,48.2,1,5,0.6,117207,14650.88,1,0.1,27.1,11.9,2,2.1,45,70.3,69,2.1,1.7,19.6,3.9,5.5,2.3,0.8,16.5,16.1,97.4,94.2,0.1,23.8,5.9,2.8,19.1,11.6
"WELLSENTIAL HEALTH",670,69,1,0,0,8,11.6,5.8,52.2,42,2.7,2.9,1.4,4.2,3.1,2.8,0.3,44,41.6,0.6,94,1.4,2550558,36964.61,2,0,25.4,10.9,1.4,2,50.6,92.7,93.9,2,2,9,3.3,3.1,0.3,0.1,9.3,12.5,98,98.3,0,12,3.2,1.1,16.4,11
"ADVENTIST HEALTH",671,5,1,0,0,0,0,20,80,0,4,3.8,3.8,3.8,5.5,4.9,1.5,22.8,14.9,0,2,0.4,123442,24688.4,2,0.4,19.2,7.1,3,0.4,50.2,97.4,85.2,1.6,1.8,18,1.3,4.1,3.2,4.6,10,13.5,96,99.1,0.2,11.8,5.2,0.6,16.8,11.5
"CARE & REHAB",673,6,2,0,0,0,0,100,0,0,3.8,3.3,4.5,3.5,4.2,3.8,0.9,32.1,27,0.3,2,0.3,165175,27529.17,1,0.2,22.1,18.8,0,3.8,48.5,81.6,83.4,0.8,2.3,15.6,2.2,6,1.7,2.7,21,20.5,97.8,98.5,0,25,3.2,4.2,10.8,9.6
"EVERYAGE SENIOR LIVING",675,4,2,0,0,0,0,25,75,0,4.8,4.5,5,3.3,4.8,4.5,0.7,37.9,33.1,0,1,0.3,8018,2004.5,0,0,22.5,9.8,0.7,3.8,56.4,88.3,87,1.6,1.4,12.7,5.3,8.4,5.7,0.5,21.4,22.5,96.2,93.6,0,22.7,6.3,1.1,21.5,10.4
"PERSONAL HEALTHCARE MANAGEMENT",677,19,2,0,1,0,0,100,0,0,2.9,2.8,3.3,3.2,3.4,2.9,0.6,47.4,38.7,0.4,23,1.2,457723,24090.68,0,0,22.1,12.6,1.4,2.7,51.4,77,79.4,1.8,2.1,15.7,3.8,6.6,1.3,0.5,14.8,13.8,94.1,95.5,0.2,20.3,8.5,5.6,15.5,10.5
"SHLOMO RECHNITZ",678,16,1,0,1,4,25,100,0,0,1.9,2.1,1.3,4.1,4.4,4.1,0.7,34.4,44.4,0,29,1.8,826301,51643.81,6,0.4,24.1,11.2,2,1,52.5,95.6,96.7,2.2,1.3,9.3,2.1,5.2,1.1,0.5,10.4,10.8,98.9,99.2,0.3,9.8,4.4,11.6,12.4,10.3
"ALPHA SNF MA",680,5,1,0,0,1,20,100,0,0,1.6,1.4,1.6,2.8,3.4,3.2,0.5,"","","",14,2.8,220480,44096,1,0.2,25.8,11.6,0.9,2.3,50.8,45,65.9,1.9,1.7,21.7,2.6,4.8,1.1,1.1,25.3,25.9,93.6,92.9,0,20.5,6.6,9.1,22.4,10.4
"BAYSHIRE SENIOR COMMUNITIES",682,12,1,0,1,0,0,91.7,0,0,3.2,2.7,2.6,4.4,4.2,3.9,0.5,44.3,41.2,0.6,44,3.7,717262,59771.83,5,0.4,25.3,14.2,0.5,1,66,96.1,97.1,2,2.2,10.9,1.6,3.4,0.4,0.3,10.5,8.7,98.4,99,0,7.5,4.3,7.4,19,11.3
"CIVITA CARE CENTERS",683,6,1,0,0,4,66.7,100,0,0,2,2.2,2.3,2.3,3.7,3.3,0.6,40.8,47.9,0,5,0.8,116204,19367.33,0,0,29.3,10,3,1.9,50,65.5,68.2,2.3,2.1,25.7,2.8,4.4,2.2,1.2,20.9,22.1,87.3,75.1,0,16.8,8.2,14.8,15.9,11.1
"FELICIAN SERVICES",684,3,3,0,0,1,33.3,0,100,0,3.3,3,4,3.7,4.6,4.2,0.7,39.6,31.3,0.5,2,0.7,39719,13239.67,0,0,26.8,10.6,1.2,1.9,43.9,84,93.6,0.6,0.7,14.2,2.4,4.7,5.8,3,28.4,30.8,90.2,98.3,0,30.7,3.8,0.4,20.4,12.1
"THE ROSENBERG FAMILY",685,10,3,0,0,0,0,100,0,0,2.6,2,4,3.8,3.7,3.3,0.6,40.5,32.2,0.1,10,1,654909,65490.9,1,0.1,26.8,11.7,1.3,2.6,65.8,78.5,76.6,2.4,1.4,13.8,2.5,4.4,0.8,0.4,6.1,9.3,94.7,91.5,0,16,4.4,16.9,22.8,11.1
"ELEVATION HEALTHCARE",686,5,2,0,0,1,20,100,0,0,1.2,2.2,1,2.6,3.3,2.9,0.4,63.2,61.7,"",29,5.8,220184,44036.8,0,0,27.8,15.2,3,1.3,42.1,58.6,71.3,2.4,2.8,16,2.9,4.8,1.6,0.4,15.9,16.9,87.9,90.9,0,14.9,4.5,18,21.7,10.5
"VIVO HEALTHCARE",688,12,1,0,0,2,16.7,100,0,0,2.8,2.3,2.7,4.4,3.5,3.2,0.5,48.8,54.5,0.6,21,1.8,281202,23433.5,1,0.1,25.4,8.4,0.8,1.9,51.5,92.6,87,2.1,1.4,7.5,2,5.2,0.1,0.6,6.7,5.7,100,96.6,0,10,7,6,15.3,10.9
"COLEV GESTETNER",689,7,4,0,0,0,0,100,0,0,4.1,3.7,3.1,4,3.9,3.5,0.6,43.5,34.2,0.6,5,0.7,49674,7096.29,0,0,27.4,7.3,1.1,1.8,69.5,82.9,75.5,2.4,1.4,10.3,2.1,5.5,0.5,0.3,5.5,5.5,99.1,90.6,0,18,5.5,18.4,15.2,11
"PACS GROUP",690,268,16,4,6,32,11.9,100,0,0,3,2.5,2.5,4.4,3.9,3.6,0.5,46.5,47.5,0.5,245,0.9,8364490,31327.68,70,0.3,22.5,12.4,1.2,1.6,63.1,87.5,89.8,1.8,1.6,11.6,2.1,4,0.6,0.4,9.9,8.1,96.3,96.3,0.1,15.2,3.1,17.9,15.9,10.7
"CAVALIER HEALTHCARE",691,2,2,0,0,0,0,100,0,0,2,2.5,2,3.5,3.1,2.9,0.3,58.9,90.9,1,10,5,65153,32576.5,0,0,36,13,4.2,2.8,57.8,90.4,85.2,2.3,1.5,13.6,3.1,3.6,2.2,0.4,13.9,13,93.8,96.1,0,18,4,0,22.3,9.8
"GOLDEN SNF OPERATIONS",692,7,1,0,0,0,0,100,0,0,2.6,2.6,3.4,2.7,4.1,3.8,0.5,48.5,50.6,1.3,34,4.9,697047,99578.14,4,0.6,27.1,17.5,0.8,1.9,45.5,87.4,87.9,2.2,2.9,8.9,1.6,6,1.2,0.8,22.6,17.5,96.9,95.4,0,22.4,5.8,0.9,16.3,11.1
"STELLAR HEALTH GROUP",694,7,2,0,1,1,14.3,100,0,0,2.6,2.4,2.9,3.1,4,3.4,0.7,51.4,52.6,1.3,12,1.7,714726,102103.71,1,0.1,25.3,15.1,1.6,3,54.8,75.6,85.7,1.9,1.9,17.5,4.3,2.9,2.2,0.9,17.4,18.4,93.3,95.8,0.1,24,6.1,19.4,13,10.2
"CASA CONSULTING",695,7,1,0,3,1,14.3,28.6,28.6,42.9,1.1,1.1,1.1,3.4,3.5,2.9,0.4,"","","",7,1,109823,15689,4,0.6,23,11.3,1,4.2,52.1,46.8,42.5,1.9,1.4,17.6,2.9,6.5,0.7,0.9,11.5,8.6,83.4,60.7,0,27.1,5.9,27.8,13.9,11.7
"ENCORE HEALTH PARTNERS",697,12,1,0,0,1,8.3,100,0,0,2.9,2.9,2,3.5,3.6,3.2,0.6,44,39.7,0.4,19,1.6,183405,15283.75,2,0.2,22.7,14.3,1.9,5.5,48.9,85.7,94.4,1.7,1.4,14.3,2.8,4.9,1,0.4,19.1,15.1,98,97.4,0,19.7,7.3,36.2,24.7,10.8
"GOLDWATER CARE",699,11,1,0,3,5,45.5,90.9,0,9.1,1.5,1.9,1.2,2.6,3.3,3,0.5,49.3,42.4,0.4,25,2.3,1442205,131109.55,10,0.9,20.6,17.8,2.8,3.2,38.3,62.8,65.8,1.5,2.6,21.1,3.1,5.5,1.4,1.1,21.4,16.5,93.9,84.1,0,24.9,9.1,85,26.5,10.9
"AVID HEALTHCARE GROUP",700,11,1,1,1,0,0,100,0,0,1.6,1.8,2.5,2.1,3.7,3.4,0.5,66,57.5,0.7,11,1,325660,29605.45,8,0.7,26,16.8,2.1,3.5,50.8,70.1,70.3,2.5,2.1,27.8,4.4,4.2,1.8,2,17,19.7,92.8,91.2,0.4,26.2,6.4,7.3,21.8,10.6
"HCA HEALTHCARE",701,3,2,0,0,0,0,100,0,0,5,4,5,3.5,6.5,5.9,2.4,30.8,14.2,0,2,0.7,12415,4138.33,0,0,19.8,7.1,2.6,1.1,45.5,83.6,88.4,0.8,2.3,19.3,4.5,8,0.7,1.8,20.7,16.9,97.7,92.9,0,26.7,7.4,0.7,22.1,10.4
"PRESTON HEALTH SERVICES",702,5,1,0,0,0,0,100,0,0,3,3,3.4,2.6,3.9,3.1,0.6,48.5,37.5,0,0,0,0,0,0,0,28.7,11.7,2.7,2.4,42.4,94.9,98.7,2.2,1.6,18.5,3,5.2,3.2,1.2,12,9.2,98.9,97.4,0,10.2,4.7,0.2,28.9,11.2
"SPYGLASS HEALTHCARE",703,8,1,0,0,3,37.5,100,0,0,3,2.5,2.6,4.6,4,3.7,0.6,38.2,44.5,1.2,9,1.1,154787,19348.38,0,0,21.7,13.3,2,1.8,80.9,93.5,97.4,1.6,1.8,12.3,1.5,4.2,0.3,0,4.4,3.1,98.9,99.2,0,9,3.7,4.7,9.5,9.9
"TENNESSEE STATE VETERANS' HOME",704,5,1,0,0,1,20,20,0,80,3.6,3.6,3.6,2.8,4.7,4,0.6,44.8,32.5,0.3,1,0.2,193155,38631,1,0.2,17.2,9.8,4.6,0.5,32.6,87.8,84.2,1.1,1.2,17.9,4.9,3.9,4.1,1.1,23.4,18.5,98.6,98.2,0.3,22.9,5.3,3.6,21.4,10.6
"WECARE CENTERS",705,13,2,1,2,3,23.1,100,0,0,2,1.9,2.3,3.6,3.2,2.9,0.6,52.7,59.4,0.8,9,0.7,447313,34408.69,2,0.2,21.1,11.7,1.6,3,60.4,63.2,61,1.8,1.7,18.4,2.9,6.7,1.1,0.8,16.7,16.9,91.7,81.3,0,25.9,8.6,8.1,19.5,10.9
"BUCKNER RETIREMENT SERVICES",706,5,1,0,0,0,0,0,100,0,4.2,3.4,4.4,4.4,5.1,4.7,0.9,46.1,51.8,0.8,4,0.8,97102,19420.4,0,0,21.4,9.6,1,1.7,72.1,98.1,99.6,1.9,1.2,7.3,3.7,6.7,1.6,0.6,14.6,6.7,100,100,0,6.6,1.2,0.2,17.4,11.5
"COLUMBINE HEALTH SYSTEMS",707,5,1,0,0,1,20,100,0,0,4.4,4.2,4.2,4.2,4,3.5,1.1,53.4,36.2,0.4,5,1,46611,9322.2,0,0,23.6,15.4,1.6,1.8,57.8,88.3,91.3,1.2,1.4,16.6,3.2,3.5,3.1,0.2,24.9,17.5,99,98,0,24.6,4.5,5,15.6,9.5
"ELIYAHU MIRLIS",710,13,3,0,2,1,7.7,84.6,7.7,7.7,2,1.8,3,3.7,3.2,3,0.5,47.8,50.6,0.8,23,1.8,1052778,80982.92,2,0.2,23,12.4,1.9,2,54.1,90.1,95.2,2,1.4,20.1,2.7,5.5,1.3,0.7,9.9,11.2,99.8,99,0,10.5,6.6,9.7,22.3,11
"EPISCOPAL RETIREMENT HOMES, INC.",711,3,2,0,0,0,0,0,100,0,5,3.7,5,4.7,5.2,4.8,0.9,25.2,25.7,0.7,0,0,0,0,0,0,26.5,12.8,0,0.9,50.9,88.9,91.2,1.4,0.6,22,7.8,2,0.5,0,13.8,24.5,99.4,97.7,0,23.1,7.1,11.4,18.2,10.9
"MORDECHAI WEISZ",712,7,3,0,1,3,42.9,100,0,0,2.6,2.1,1.7,4.4,3.3,3,0.5,55.5,54.1,0.2,14,2,295058,42151.14,0,0,20.8,10.6,0.9,3,57.1,61,57,1.8,1.3,20.4,3.3,4.2,0.4,0.4,7.7,5.2,93.5,78.6,0,27.1,9.2,29.3,22.1,11.3
"SHLOMO HOFFMAN",713,10,2,0,1,2,20,100,0,0,2.4,2.4,3.3,3.1,4,3.5,0.7,53.4,45.7,0.4,12,1.2,738096,73809.6,8,0.8,23,14.6,1.7,3.1,55.7,72.1,83.9,1.8,2.2,22.2,2.6,4.8,2.5,1.8,16.7,19.7,90,91.9,0,26,5.9,23.8,24,10.7
"ALLIANCE HEALTH GROUP",714,11,1,0,0,2,18.2,100,0,0,1.3,1.5,1.6,1.6,3.3,3,0.3,53,51.6,0.7,27,2.5,1050506,95500.55,7,0.6,25.7,15.1,2.6,5.1,45.1,62.8,63.7,1.7,1.7,18.5,2.4,7.1,2,0.9,32,25.7,81.9,84.9,0,27.5,7.9,3.5,24.5,10.5
"ROBERT SCHOENFELD",716,8,1,0,1,0,0,100,0,0,3.6,3,3.4,4.4,3.8,3.5,0.5,38.1,37,0.4,9,1.1,547580,68447.5,0,0,25.1,7.9,1.3,2.2,51.9,94,93.2,2.3,1,8.4,2,5,0.4,0.1,12.6,7.8,100,99.3,0,12.5,6.2,3.4,13.5,11.1
"THE CHRISTIAN AND MISSIONARY ALLIANCE",717,2,2,0,0,0,0,0,100,0,4.5,3,5,3.5,5.8,5.2,1.1,39.7,36.6,1,1,0.5,32139,16069.5,0,0,24.3,12.5,1.8,1.4,36.5,94.6,99.8,1.6,1.2,10.2,1.9,3.4,1.7,1,16.3,11.6,98.9,98.8,0,9.7,1.3,1.1,14.9,9.7
"AVIR HEALTH GROUP",719,110,1,0,4,24,21.8,85.5,0,14.5,2.2,2.4,1.7,3.6,3.2,2.9,0.3,57.6,57.1,0.6,199,1.8,7831750,71197.73,21,0.2,25.4,12.5,1.8,2,52.2,88.1,89.4,2.3,2.2,9.7,3.4,4.3,0.4,0.2,14.5,15.4,98.3,96.4,0.1,11.7,2.4,1.4,23.3,11.4
CONHOLD,720,5,1,0,0,1,20,100,0,0,3.8,3.6,2.4,3.6,3.3,3.1,0.2,64.8,57.1,1,2,0.4,64932,12986.4,1,0.2,32.8,20.1,0.7,0.6,57.5,81.5,92.6,2.4,2.4,11,3.4,3.6,0.6,0.8,8.8,11,91.7,100,0,19.4,1.9,3,32.7,11.3
"COREWELL HEALTH",721,8,1,0,0,0,0,0,100,0,4.4,3.9,4.3,4.4,4.5,3.9,1.2,36.2,20.8,0.1,2,0.3,24420,3052.5,1,0.1,24.2,12.9,0.6,2.1,56.8,95.4,92.7,1.7,1.3,12.2,4.3,6.1,2.3,0.2,15.9,12,97.6,94.7,0,19.7,5.5,0.9,14.7,11
CRESTPARK,722,6,1,0,0,0,0,100,0,0,2.8,2.7,3,3,4.3,3.8,0.6,31.1,29.5,0.3,3,0.5,35166,5861,0,0,26.3,7.4,0,1,70.7,56.4,66.8,2.1,3.9,14.7,4.4,5.2,4.4,2.9,12.4,9.6,96.9,93.6,1.1,5.5,3.7,2.2,16.8,11.2
"DAVID VANN & BOYD WRIGHT",723,5,1,0,0,0,0,100,0,0,3.2,3.2,3.2,2.4,3.9,3.4,0.4,51.4,51.1,1.2,5,1,52743,10548.6,0,0,31,12.4,2.3,2.4,46.7,82.9,79.6,2.8,2.9,5.6,2.6,7.8,1.3,0.8,18.4,15.9,97.9,96.7,0,18.3,4.7,0.1,16.6,11.6
"GOOD SAMARITAN SOCIETY",726,88,10,1,4,6,6.8,1.1,98.9,0,3,2.8,3.9,3,3.6,3.2,0.9,44.3,37.2,0.5,73,0.8,1796011,20409.22,4,0,20.4,12.2,1.4,2.2,53.1,73,80.9,1.6,2.1,17.8,4.7,4.7,2.7,2,22.6,20.2,96.7,96.9,0.2,25.3,5.5,3.5,16.1,10.2
"RELIABLE HEALTH CARE MANAGEMENT",728,5,1,0,0,0,0,100,0,0,3.4,3.8,2,3.2,3.1,2.8,0.3,38.1,26.7,0,2,0.4,8512,1702.4,0,0,23.7,8.7,4.4,3.2,32.8,87.2,93.9,2,0.8,18.7,4.2,4.1,3.5,1.2,16.5,18.2,99.3,99.3,0,22.9,5.3,3.7,27.2,10.2
"SENIOR HEALTH SOUTH",729,8,1,0,1,3,37.5,25,75,0,2.1,1.9,3.1,3.9,3.4,3.2,0.6,44.5,57.1,0.9,6,0.8,444854,55606.75,0,0,24.2,10.9,1.4,1.3,48.8,99.6,98.6,2.2,1.2,15.7,1.5,6.9,0.3,0.1,5.9,7.5,100,99.3,0,3.3,6.5,0.4,25.1,10.5
"SLP OPERATIONS",730,9,2,0,0,1,11.1,88.9,0,11.1,2.6,2.8,1.4,3.7,3,2.8,0.3,58.9,82.5,1,11,1.2,568006,63111.78,6,0.7,27.8,10,5.1,3,45.4,99.2,83.6,2.3,2.4,13.1,3.7,5.4,0.7,0,15.7,15.9,97.5,95.7,0,11.7,2.2,1.5,17.9,11.3
"ACCELA HEALTHCARE",733,4,2,0,0,0,0,100,0,0,2.3,2.5,2,3,3.2,2.9,0.3,75.9,65.4,0.5,7,1.8,69735,17433.75,0,0,20.7,9.7,1.4,1.7,68.3,51.8,32.1,1.9,1.4,10,1.9,5.5,1,0.6,8,9.3,82.4,69,0,20.5,5.9,22.2,17.8,10.3
"ALLURE GROUP",734,6,1,0,0,0,0,100,0,0,4,3,3.3,5,3.9,3.4,0.8,29.5,38.5,0.2,0,0,0,0,0,0,21.1,7.7,1,2.1,72.4,76.9,80.1,1.4,0.9,8.7,2,8.4,0.5,0.1,6.8,9.2,94.1,95.4,0,14.7,5.5,10,9.3,8.9
"EXTENDED CARE CLINICAL",738,12,1,0,0,2,16.7,100,0,0,2.3,2.4,1.3,3.9,3.1,2.8,0.5,44.8,44.3,0.4,24,2,1498736,124894.67,13,1.1,25.2,8,3,2,40.4,46.3,52.8,1.6,1.3,18.1,2.5,5.3,0.9,0.2,12.9,10.6,90.7,93.1,0,17.6,5.8,80.3,11.3,12.7
"FLORIDA DEPARTMENT OF VETERANS' AFFAIRS",739,8,1,0,0,2,25,0,0,100,3.6,3.5,4.5,2.1,5.2,4.6,1,52.3,47.2,0.4,21,2.6,252831,31603.88,2,0.3,"","","","","",75.4,82.7,1.6,1.4,16,3.2,5.4,4.7,2.2,31.6,26.2,95.3,90.5,0,23.2,6.3,1.8,16,11.9
"HARMONY CARE GROUP",740,6,1,1,1,2,33.3,66.7,0,33.3,1.8,2.2,1.4,3.2,3.6,3.1,0.4,"","","",22,3.7,870233,145038.83,2,0.3,35.1,7.1,2.2,3.1,47.6,82.4,77.8,1.7,2,15.6,2.2,4.2,0.2,1,23,22.6,97.6,93.9,0,21.1,3.7,1.2,20.4,10.3
"IL & JOAN LEE",741,4,2,0,0,1,25,100,0,0,2.8,2.5,3.7,3,3.9,3.6,0.5,32.6,31.3,0.3,7,1.8,89941,22485.25,0,0,12.3,3.2,2.6,0.9,69.8,41,43.4,3,0.9,29.4,0.6,2.9,1.4,2,13.3,20.6,92.3,86.1,0,7.3,3.4,0.2,14.5,10.5
"VALLEY WEST HEALTH",744,12,2,0,0,0,0,100,0,0,3.2,3.2,3,3,3.6,3.3,0.6,41.5,40.7,0.8,4,0.3,56937,4744.75,0,0,24.4,11.3,1.5,2.6,42.8,77.3,82.1,1.6,1.4,19.7,3.9,5.2,1.9,0.7,16.3,16.9,92.1,88.8,0,25.6,7.8,2.6,23.1,10.5
"AVIATA HEALTH GROUP",745,51,1,0,3,8,15.7,98,2,0,2.3,1.9,2.8,4,3.4,3.2,0.6,47.6,54.2,1.5,130,2.5,2163133,42414.37,3,0.1,27.2,8.8,1.8,2.4,51.8,94.9,93.2,2.3,1.2,7.1,2.6,4.8,0.4,0.4,9.2,7.7,98.6,97.7,0,10.5,6.2,3.3,16.3,10.7
"AXIOM HEALTHCARE",746,7,1,0,1,4,57.1,100,0,0,1.3,1.9,1.3,1.4,3.3,2.8,0.5,58.9,43,0.5,16,2.3,971108,138729.71,11,1.6,23.7,16.4,3.8,3,37.1,51.3,58.5,2.2,3.1,24.4,6.3,8.6,1.4,0.8,21.3,25.6,89.4,84.4,0.3,25,7.1,22.9,24.6,11.3
"BEAVER VALLEY HOSPITAL",747,5,1,0,1,2,40,60,0,40,2.4,1.8,1.4,4.8,2.6,2.3,0.6,59.7,45.5,1.2,14,2.8,248463,49692.6,1,0.2,8.9,12.6,0,4.4,37.8,89.5,94.2,1.7,1.7,14.2,1.5,3.3,1.3,0,11.6,10.5,100,99.2,0,19.5,1.4,12.9,15.7,9.9
"BLUEGRASS HEALTH KY",748,15,1,0,0,2,13.3,100,0,0,2.9,3.3,1.5,3.2,3.8,3.3,0.5,45.6,42.2,0.5,12,0.8,220707,14713.8,0,0,22.2,17.1,1.8,2.4,56,87.8,96.1,1.8,2.3,22.1,3.4,5,1.1,0.4,13.9,12.5,97.5,98.2,0,18.8,7.3,35.1,35.2,11.4
"CARROLTON NURSING HOMES",749,6,1,0,0,1,16.7,100,0,0,2.2,2.2,2.2,2.2,3.2,3,0.3,41.1,45.7,0.5,6,1,106491,17748.5,1,0.2,22.9,15.3,2.6,5.8,43.7,40.1,36.6,2.2,2.6,15.6,2.6,10.4,2.7,1.4,22.1,11.6,80.3,72.4,0,16.8,8.3,1.4,24.7,10.7
"CENTENNIAL HEALTHCARE",750,8,1,0,0,3,37.5,100,0,0,2.6,2.5,2,4.4,3.2,2.8,0.8,40.3,36.8,0.4,10,1.3,185777,23222.13,0,0,14.2,14.3,0.1,2.7,60.2,86.1,93.5,1.2,3.1,23.9,5.4,1.8,0.5,0.2,8,8.6,96.9,99.2,1.4,16.6,3.1,53.3,20,10.3
"CROSS HEALTHCARE MANAGEMENT",751,6,1,0,0,1,16.7,100,0,0,3.2,3.2,1.2,4.3,3.2,2.8,0.3,71,66.2,0.3,4,0.7,59905,9984.17,0,0,26,12.3,1,1.6,56.1,91.6,99.1,2.2,1.6,7.1,2.2,4.8,0.8,0.4,8.7,7.7,91.6,99.5,0,20.1,4,1.7,22,11
"CRYSTAL SOLORZANO",752,10,1,0,0,2,20,100,0,0,2.7,2.6,2.9,3.8,4.3,3.9,0.4,38.3,59.8,0.8,7,0.7,195145,19514.5,3,0.3,24,12.3,4.8,0.5,54.6,87.6,97.2,2.5,1.9,19,1.5,4.6,0.7,0.5,13.4,12,99,99.5,0.3,8.5,4.8,7.6,17.9,11.9
"ENGAGE HEALTHCARE",755,5,1,1,0,2,40,100,0,0,1.8,1.5,2,3.3,3.3,3.1,0.6,52.1,56.5,1.2,4,0.8,426517,85303.4,2,0.4,17.6,8,1.3,3,61.1,28.7,36.9,1.5,1.7,11.2,2,7.4,1.4,0.5,26.3,21.9,73,59.8,0,25,4.7,31.7,12.7,10.6
"ERICKSON SENIOR LIVING",756,17,10,0,0,2,11.8,23.5,76.5,0,4,3.3,4.9,4,4.9,4.4,1.2,35.4,33.4,0.6,21,1.2,460812,27106.59,1,0.1,22.3,8.4,1.2,2.2,48.5,92.3,79.4,1.6,0.8,14.7,3.9,6.2,2.7,1,24.6,18.1,96.7,92.6,0,19.2,4.2,1,18.1,10.7
